tree_depth	nrounds	eta	gamma	subsample	rate_drop	skip_drop	iter	train_rmse_mean	train_rmse_std	test_rmse_mean	test_rmse_std	best_iter
12	1443	0.04349408208667205	1.7268229103979316e-5	0.38094875251408666	0.11070545972324908	0.8645050679333508	141	0.12518940950021668	0.00406198389699274	0.21328124883896063	0.01813742195733996	141
13	1579	0.02136709432888039	0.00327609677377253	0.6699638404417783	0.7849358960520476	0.9804870001971722	203	0.09924851869682227	0.00167014659752555	0.21391929135681464	0.01685053141954604	203
14	1573	0.00330038022680413	5.3350671902970695e-8	0.4593169944593683	0.661327107809484	0.7847683380823582	1573	0.128779	0.00267	0.213955	0.018805	1573
9	1789	0.06513917118117624	5.636566631994432e-7	0.714671359420754	0.9046288174577056	0.21962729981169105	339	0.0950676824933768	0.002727283722683	0.21516023681075144	0.01795546568957227	339
9	1897	0.08206387291702984	1.21806620550173e-8	0.9656128715490924	0.13390392693690956	0.6064835384022444	123	0.077353	0.004766	0.215209	0.014788	73
14	1927	0.00909177549488994	1.2649367449523503e-6	0.32406107387505473	0.4842216589022428	0.19289236469194293	1927	0.15911352164978013	0.00316427846471792	0.21540108128438737	0.01944093898843586	1927
11	885	0.02019208142444202	4.192387561007441e-6	0.8507308580912649	0.6789835318922997	0.5549980255309492	408	0.07869845855618984	0.0036665925422682	0.2154638922116503	0.01654906465544557	408
4	543	0.08375787881749094	9.831952572368029e-8	0.565049155196175	0.45134100201539695	0.7089421930722892	59	0.16788224377941954	0.00600773286791706	0.2155040550781863	0.01788312597228473	59
5	1779	0.00211751432208548	0.06737510839349191	0.4014582796720788	0.6791851790621877	0.8170909532345831	1779	0.16794432218725602	0.00328366282251566	0.21582864661817944	0.01882710424116064	1779
5	197	0.02811843918667802	4.977419282532597e-9	0.7943152754800394	0.04574514948762953	0.25206154165789485	197	0.154311	0.005408	0.216104	0.016599	197
2	1038	0.06860957057129802	1.9021454511651424e-8	0.6415051285875961	0.3616200545802712	0.12269027018919589	790	0.19190928322210055	0.00363064358870794	0.21618755017518684	0.0187556003041511	790
9	1727	0.06072601397698926	9.610278157244588e-4	0.5773090097820387	0.3764161798171699	0.01426408300176262	1717	0.14879749092855268	0.00307023456009955	0.2164632276914468	0.01642305603386111	1717
6	1805	0.00275662973582645	7.02791770578764e-5	0.113162231631577	0.122957767220214	0.7881762967444956	1802	0.1963730474212205	0.00375740440035142	0.21753411382534893	0.02064916065055051	1802
11	1568	0.08240627142602691	6.5099883830741305	0.829952919553034	0.25889520440250635	0.3495316579937935	505	0.1999750052249165	0.00522175225674423	0.21961226162774003	0.01940830341185229	505
14	421	0.00608372873964777	0.14829757238676755	0.789880080264993	0.43601293140091	0.77833551075309515	421	0.1452534552927137	0.0036305094742653	0.221089027906083	0.01595731116584873	421
8	227	0.084471327976335	5.978274619678149	0.7618543848628179	0.2145315792877227	0.06178272608667612	227	0.21044911302484345	0.00461213750621993	0.22263805151701416	0.01748263182962429	227
3	393	0.07496635111577395	0.1428976250585322	0.17847912760917098	0.9860373951960356	0.09741603746078908	393	0.20390254677431735	0.00365241575813045	0.22279543436173743	0.02107764050722823	393
1	746	0.00951007109361841	3.634470258051429e-4	0.2112318830098957	0.09056235197931528	0.5954613254871219	746	0.21854361062042968	0.00447430213775532	0.22394331089465613	0.02051932039036932	746
1	1044	0.03619517764556652	2.2987197078223477e-5	0.9175507072592154	0.8538183246273547	0.08990021981298923	1043	0.2209331452060757	0.00475786627590124	0.2247354209808134	0.01810186139984396	1043
2	1329	0.06675487795836343	8.052718448505154	0.37555681166704746	0.4680733594577759	0.16499860305339098	628	0.221846	0.004519	0.225225	0.020293	578
15	1396	0.00284343900013801	3.7988187575453894e-6	0.6120055419392884	0.08979506441392004	0.36299705668352544	1396	0.18031730914101057	0.00485389923068015	0.23040291509063615	0.01326428801684224	1396
8	1059	0.00115652232675801	0.01757985028943343	0.6306344967102632	0.2596381073817611	0.8776896605268121	1059	0.2170545050509492	0.0021282173176044	0.2504949860420675	0.01132453739099778	1059
3	1403	0.00621188197999767	2.3358704564162806e-10	0.112306207139045	0.47803078102879226	0.11852055182680488	1403	0.247461	0.003751	0.254004	0.014396	1403
11	1105	0.01351019035796034	27.76000001834828	0.10381827247329056	0.917339275125414	0.4996714214794338	755	0.25704252758109136	0.00564478527593578	0.25650896454583866	0.02286425367510487	755
5	1888	0.01709386677937752	1.5000291998409258e-6	0.19622864765115083	0.9149341771844774	0.02175517636351287	1888	0.267497	0.003566	0.275714	0.011929	1888
5	288	0.00609881417587079	29.99930954484561	0.10460033148992808	0.21213805628940463	0.640986857470125	288	0.2769456118142312	0.00571619772482339	0.277204745763067	0.01273534609872542	288
11	1064	0.00103355251256338	7.459478974810741e-6	0.2841238711727783	0.8512732430826873	0.4149159723892808	1064	0.31335223412587354	0.00337495719430416	0.31967658110329794	0.00408650093516873	1064
5	928	6.155254839878083e-4	0.00385241271747385	0.8825212922180071	0.96274884021841	0.67808847874403	928	0.31749876009587913	0.00205003934023529	0.32697464157040257	0.00495596730753496	928
2	1884	1.8569998214582915e-4	0.7138105135622445	0.6978439652360976	0.26877279789187014	0.9968130039051176	1884	0.3349499552117015	0.00168580342618868	0.33648000219911856	0.00446368474000057	1884
9	255	8.226403356710501e-4	0.00243016997061556	0.8097397957695648	0.01105288229882717	0.8735984307713807	255	0.3585584620438092	9.34681051076634e-4	0.3649825592403084	0.00403182173996946	255
1	1950	3.916299586116991e-4	0.02666528497321974	0.654737765272148	0.10256292461417615	0.24433407094329596	1950	0.365778	0.002184	0.366135	0.004539	1950
10	575	0.00304220396550151	1.0514543301617208e-8	0.4560817786958069	0.5285725037101656	0.08984154276549816	575	0.364543	0.003575	0.368292	0.002229	575
12	941	8.836874992759507e-4	4.8299587240766695e-5	0.13555157240480187	0.2490028364118189	0.1548358676955104	941	0.3794422330159836	0.00119112875262108	0.3803737640805822	0.00398240983948256	941
13	1273	2.666370211250644e-4	17.906166840313908	0.4898211465450004	0.4139023304451257	0.38923917687498033	1273	0.3825574133710018	0.0012483166799153	0.382762176602078	0.00388289245777798	1273
8	1202	8.409416506236182e-5	1.9408725341066135e-10	0.9992847562767564	0.7679877816699445	0.9666825085878372	1202	0.3871669130237744	8.330003784538201e-4	0.39062306785091583	0.00402623730411833	1202
14	1706	0.00154256385613303	1.405609123313192e-9	0.6667667627567425	0.16473414516076446	0.00242678541690111	1706	0.39561835939444895	9.708458191548872e-4	0.3974362960481419	0.00399484383693524	1706
3	977	1.4992346415325494e-4	1.1690954196566396e-4	0.3015054265037179	0.7721488024108112	0.4044339153915644	977	0.400743	0.001084	0.401136	0.003747	977
6	595	0.00135318220716881	0.033759718339659	0.2416856118710712	0.3885870750527829	0.03149720258079469	595	0.403609	0.001323	0.404093	0.003581	595
