tree_depth	nrounds	eta	gamma	subsample	rate_drop	skip_drop	iter	train_rmse_mean	train_rmse_std	test_rmse_mean	test_rmse_std	best_iter
3	1403	0.00621188197999767	2.3358704564162806e-10	0.112306207139045	0.47803078102879226	0.11852055182680488	1403	0.3126784815305996	0.00256006322560472	0.31735283721485535	0.00850889939408262	1403
5	288	0.00609881417587079	29.99930954484561	0.10460033148992808	0.21213805628940463	0.640986857470125	288	0.3407538164312106	0.0026891932731866	0.34071182109295234	0.00824017340300557	288
5	1888	0.01709386677937752	1.5000291998409258e-6	0.19622864765115083	0.9149341771844774	0.02175517636351287	1888	0.3332454061540207	0.01115762703153277	0.34141097518216684	0.00475592894762736	1888
11	1064	0.00103355251256338	7.459478974810741e-6	0.2841238711727783	0.8512732430826873	0.4149159723892808	1064	0.37409181298309946	0.00212469567506534	0.3824544456022911	0.00469392436669849	1064
5	928	6.155254839878083e-4	0.00385241271747385	0.8825212922180071	0.96274884021841	0.67808847874403	928	0.38579159285090514	0.00122648546793611	0.3919954035173015	0.00352893617210866	928
2	1884	1.8569998214582915e-4	0.7138105135622445	0.6978439652360976	0.26877279789187014	0.9968130039051176	1884	0.4043760425115135	0.00120582963949054	0.4054631913321066	0.00302207641660428	1884
10	575	0.00304220396550151	1.0514543301617208e-8	0.4560817786958069	0.5285725037101656	0.08984154276549816	575	0.424201817550822	0.00551302967355538	0.4296452032924879	0.00507364946422985	575
9	255	8.226403356710501e-4	0.00243016997061556	0.8097397957695648	0.01105288229882717	0.8735984307713807	255	0.4230456021311992	6.317329283122087e-4	0.4304620213719147	0.00262462323640552	255
1	1950	3.916299586116991e-4	0.02666528497321974	0.654737765272148	0.10256292461417615	0.24433407094329596	1950	0.43645798682950215	0.00189310871431838	0.4367371007079447	0.00268499646159573	1950
12	941	8.836874992759507e-4	4.8299587240766695e-5	0.13555157240480187	0.2490028364118189	0.1548358676955104	941	0.442439295224204	0.00236972765657635	0.4439042332539469	0.00212057727548815	941
13	1273	2.666370211250644e-4	17.906166840313908	0.4898211465450004	0.4139023304451257	0.38923917687498033	1273	0.4510519680806442	0.00142339699187909	0.4515420846426087	0.00180389764990183	1273
8	1202	8.409416506236182e-5	1.9408725341066135e-10	0.9992847562767564	0.7679877816699445	0.9666825085878372	1202	0.4545258946321853	5.660916401236918e-4	0.4579318341839302	0.00208793501632282	1202
14	1706	0.00154256385613303	1.405609123313192e-9	0.6667667627567425	0.16473414516076446	0.00242678541690111	1706	0.4622987215299258	9.8275989082403e-4	0.464933713015547	0.00205555726820376	1706
3	977	1.4992346415325494e-4	1.1690954196566396e-4	0.3015054265037179	0.7721488024108112	0.4044339153915644	977	0.4690733172991497	8.402536747917134e-4	0.4693631501166174	0.00169325417306565	977
6	595	0.00135318220716881	0.033759718339659	0.2416856118710712	0.3885870750527829	0.03149720258079469	595	0.4718967501326715	0.00174861915523728	0.47244837798183903	0.00344806832341339	595
4	326	4.019343580987551e-4	9.330219125142296e-4	0.6385229740059003	0.979000699473545	0.2039817995391786	326	0.47872745963000823	0.00102971696129535	0.4789576139435674	0.00108783143255529	326
14	526	7.994320621940659e-5	4.8158458284369894e-4	0.3808967231074348	0.24952972633764148	0.6049919293727726	526	0.47848200946385544	7.725009650302551e-4	0.4790284442050394	0.00134419751347148	526
13	1017	3.207924531106241e-5	22.09787898121598	0.1728801457909867	0.7076623686589301	0.8452533346135169	1017	0.4797053520348679	3.682572157402861e-4	0.4797148617585603	0.00155695725135741	1017
5	1971	1.9934789511231175e-5	0.4303994267294316	0.8944802266312764	0.3867308103945106	0.4437242846470326	1971	0.4813580441867783	4.660935165591107e-4	0.48160668693458786	0.00151546585117754	1971
12	1578	1.2150997339137966e-5	1.4148398268196656e-8	0.19442686242982743	0.29012559191323817	0.6739604827016592	1578	0.48306472872951906	3.846275600876121e-4	0.48320598944310705	0.00158628605808416	1578
8	1882	6.563695030416291e-6	0.1667208050025793	0.8247112184530124	0.8180213382001966	0.9964232339989394	1882	0.4828840032320162	4.102967465862812e-4	0.48325436528011984	0.00157713705189037	1882
5	814	1.3922313975698967e-5	1.928397010774014e-9	0.5293435437371955	0.00403302046470344	0.511991118779406	814	0.483969389719983	3.951866073930357e-4	0.4840869880475138	0.0015657767935049	814
8	1996	1.2132360508220376e-5	0.00210940523799776	0.13336223585065454	0.8007364529184997	0.3983479717280716	1996	0.4841773409893957	3.494007111885545e-4	0.4842516263202313	0.00160531004866179	1996
12	289	1.775327926517307e-4	5.168075540580365e-7	0.10036273314617576	0.922317702556029	0.17429353785701096	289	0.4842570941071004	6.108147230676177e-4	0.48430392290647406	0.00145018366161388	289
8	107	5.4250882205848376e-5	4.6984138165317786e-8	0.7502372118644416	0.34776415838859975	0.9190289753023536	107	0.48525026424935874	3.9681497490854495e-4	0.485403033001557	0.00156278012208373	107
2	1915	2.413693263191513e-6	0.1287538413514305	0.950769949099049	0.8723367662169039	0.6598330412525684	1915	0.4862041748119318	3.843979090737986e-4	0.4862101079405424	0.00155773347823951	1915
11	1479	1.3594438646766897e-4	1.8230763522035407e-10	0.9992973672691732	0.8458918770775199	0.00565661280415952	1479	0.48611704059162314	4.1326093081339927e-4	0.4862403437567656	0.00156751963055528	1479
15	1163	2.1967954186028583e-6	5.2291334024535475e-6	0.6075422742636875	0.900737158022821	0.8317071201745421	1163	0.4863912869305247	3.90776414138653e-4	0.48645615266596626	0.00155821055447882	1163
6	1321	8.990529968753964e-6	1.1145739716928604e-8	0.9477818724932148	0.12211185926571488	0.13106895959936082	1321	0.486457	3.81e-4	0.486495	0.001564	1321
8	1947	1.2274184487196e-6	1.4545853836361588e-5	0.953264513076283	0.2950046444311738	0.6254252009093761	1947	0.4865906259238496	3.9382702816888646e-4	0.4866381138619282	0.00155367314020497	1947
10	1989	7.847072070101108e-7	0.39121288558575307	0.18307612980715932	0.23930441518314183	0.9564702305942774	1989	0.4866564041018133	3.898247666710634e-4	0.4866690962710198	0.00155459012830615	1989
2	1303	1.417354524095538e-6	7.147350701628462	0.11520471367985012	0.7086919841822237	0.7831990215927362	1303	0.4866986824899317	3.9362540474055535e-4	0.4866985609874097	0.00154838866371699	1303
6	701	3.514279500513608e-6	0.00150973702382167	0.999954639864154	0.13406688999384642	0.5003841605503112	701	0.4866780240391309	3.726460837702108e-4	0.4867005328237866	0.00157185463208959	701
9	1149	1.0149082597752723e-6	0.03240620740562547	0.6747634085128084	0.5203363609034568	0.5976430648006499	1149	0.48687860120987414	3.9127448760833207e-4	0.4868972726173824	0.00155322866538759	1149
13	1780	4.872286292100328e-7	3.1743392868583385e-8	0.7023074919125065	0.6241821856237948	0.5037430182565004	1780	0.4869651888009681	3.883075668781488e-4	0.4869789474096747	0.00155506415697663	1780
2	1303	3.340607902331655e-7	0.00435105661475	0.6694953044177965	0.7165498491376638	0.8639097867999226	1303	0.4870089969372326	3.870918004059498e-4	0.4870072816239158	0.0015547512972957	1303
15	843	5.001947870474076e-7	6.792047615024972	0.6251655456610024	0.8895919776987284	0.8300420111045241	843	0.4870088079459425	3.888083153386732e-4	0.48701034934771514	0.00155375574192028	843
3	1967	3.6053114780980425e-7	5.339478945795757e-10	0.13323413878679277	0.8003477645106614	0.3367260782979429	1967	0.48704813878858816	3.866970729615281e-4	0.4870462456080698	0.00155512783879358	1967
9	222	2.0927908134412217e-6	4.0360485132555426e-8	0.8352891848655417	0.03460531472228467	0.07034100731834769	222	0.4870414972295175	3.8827806729496743e-4	0.48704673254867986	0.00155441468726279	222
13	188	4.088916270066435e-6	9.417857073591822e-9	0.33327820226550103	0.13723088800907135	0.07876262231729925	188	0.4870570556561579	3.865634542528483e-4	0.4870580783898085	0.00155553522269048	188
3	1370	7.495374943390776e-7	7.56257487355195e-9	0.7100894609931856	0.9507261358667164	0.14127601799555123	1370	0.4870746185796815	3.864642156440081e-4	0.48707248817955534	0.00155539363198032	1370
12	50	2.334779074817147e-6	1.0293283491184064e-4	0.8775416527874768	0.6736936622764915	0.9523608363233508	50	0.4870803619689792	3.882243673410755e-4	0.4870826669013039	0.00155402966570436	50
2	738	9.952706270174418e-7	1.4395781705559322e-8	0.8379143267404288	0.5022021329496056	0.125994955888018	738	0.487089	3.88e-4	0.487087	0.001554	738
3	516	2.570616965532825e-7	1.3204182350451897e-5	0.9593841288471594	0.6779123905580491	0.6888518477790058	516	0.48709268214561297	3.880850586035585e-4	0.4870902347386164	0.00155376013358464	516
7	382	1.2994371917161171e-6	0.04044208527603762	0.9696972801350056	0.13228739937767386	0.04317848430946469	382	0.4870960494991327	3.871611453820282e-4	0.4870951479588055	0.00155471911280398	382
1	1438	2.8646162085274617e-7	1.8009696439808438	0.3519296289188788	0.10925740422680974	0.08419950492680073	1438	0.487106947642841	3.880018103881439e-4	0.4871041046927626	0.00155376000471743	1438
4	439	9.78892048344e-8	2.360939551467005	0.6726914098020643	0.998900271486491	0.807324817404151	439	0.4871103207132866	3.8829326347963655e-4	0.487107704590124	0.00155353609456349	439
7	118	5.412889932064984e-7	3.126603438235422e-7	0.7812971534905955	0.5761323883198202	0.4670440519694239	118	0.48711016805000334	3.881593665251631e-4	0.4871080817771545	0.00155368768227699	118
7	1656	2.138933056954482e-8	1.8711821823383007e-10	0.5986389014637098	0.2236339913215488	0.9245767088141292	1656	0.4871103594643002	3.883701317503319e-4	0.48710818927486765	0.00155350737318836	1656
9	79	3.2702648322778165e-7	1.0954015685781189	0.187777752825059	0.02128332993015647	0.9709519031457604	79	0.487113	3.88e-4	0.487111	0.001553	79
4	13	1.108943089917353e-6	8.959403840903691e-4	0.17101740820799022	0.2820806484669447	0.9687354362104088	13	0.48711703525181826	3.882880612391498e-4	0.48711421457143605	0.001553503379115	13
8	1111	3.0996957362468327e-8	0.11125923687680445	0.4149188550887629	0.2511098734103143	0.33538637799210846	1111	0.4871173388158916	3.884198627860507e-4	0.48711468551985937	0.00155341055067845	1111
1	1464	1.3294759207441461e-8	2.0317601972275814e-9	0.4234194786986336	0.10599902947433291	0.5481184704694897	1464	0.487118	3.88e-4	0.487115	0.001553	1464
10	491	2.5987151389070904e-8	2.5025154869262297e-4	0.7251985845156014	0.8875679480843246	0.687937140930444	491	0.4871182702016067	3.882952298801535e-4	0.4871156840711984	0.00155352163010377	491
2	1083	5.895928085833121e-9	7.854729607967575e-9	0.5928253963589668	0.92482034326531	0.8925932615529746	1083	0.48711965609110686	3.883661398795047e-4	0.4871167704791749	0.00155342969990144	1083
15	1885	7.717389817108334e-9	0.14104205050624	0.5180195479188114	0.6434590953867882	0.25571649987250566	1885	0.4871200494428501	3.884101536048587e-4	0.48711726205716727	0.00155339978914825	1885
7	448	6.193963835383001e-9	0.46159981180308607	0.1061171047622338	0.5972197274677455	0.609760656254366	448	0.4871208511142295	3.883729931280536e-4	0.48711795879249903	0.00155342241570378	448
2	186	1.6748871646970202e-8	0.18854696707457508	0.2156308111967519	0.06984840054064989	0.33415629039518535	186	0.48712086715171854	3.883775720889723e-4	0.48711796924324674	0.00155341651022248	186
11	1051	2.358558340583257e-9	7.978512947024746e-9	0.43800907593686134	0.14453791454434395	0.845562577014789	1051	0.487121	3.88e-4	0.487118	0.001553	1051
14	335	3.15001049430954e-9	0.4060783309180301	0.3719436284387484	0.8040884796064347	0.21193473087623715	335	0.487121	3.88e-4	0.487118	0.001553	335
7	33	1.5839677004981186e-9	2.1571486804594946e-10	0.740091237006709	0.35319599974900484	0.01330564473755657	33	0.487121	3.88e-4	0.487118	0.001553	33
2	1688	2.006659735542142e-9	0.00167071441725614	0.7917101368075237	0.954208126058802	0.3945888951420784	1688	0.4871209566537072	3.883586691976916e-4	0.4871180576875351	0.00155343558738497	1688
10	230	2.2500791430234428e-8	1.626999423312944e-10	0.7389291328610852	0.7347438763827085	0.18175479886122048	230	0.48712096851086384	3.88362311344105e-4	0.4871181061953913	0.00155343608163687	230
11	1226	4.633214529002722e-9	2.4898910002134256e-10	0.5409105711616576	0.6952440640889108	0.16297719161957502	1225	0.48712101236249056	3.883702425238765e-4	0.48711814047631086	0.00155342705935525	1225
6	544	1.3666566209209368e-10	5.0850670622197955e-8	0.21404781481251123	0.7753552275244147	0.8966655498370528	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
10	1558	4.499403274922675e-10	11.579688921147678	0.9567188454093412	0.8662024850491434	0.9402325516566634	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
5	293	2.408361251491757e-10	5.623677585104868e-7	0.5106477623572573	0.623530866811052	0.33506402489729226	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
14	1293	4.910001559542207e-10	0.22096811443134937	0.3844390205806122	0.8956040262710303	0.9713772758841516	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
3	486	1.9905388065279038e-10	0.38007188674228	0.6483308249851689	0.4844686295837164	0.08949064300395548	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
11	1642	1.9574593183887548e-10	5.989107951786122e-7	0.15476904616225512	0.9854514573235064	0.8015255013015121	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
4	765	3.004548015544657e-10	1.1901869164203998e-6	0.897503322828561	0.2591379676014185	0.48482668423093855	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
10	766	1.0020312041429762e-10	0.00534871944495292	0.5130836947122589	0.641989566385746	0.03981956304050982	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
2	989	1.1989235783544282e-10	10.340014933461076	0.36707351135555655	0.14409122802317142	0.5040908844675869	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
4	883	1.8435297427892943e-10	1.1881225539551325e-7	0.4179029444232584	0.34828324243426323	0.7165938429534435	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
14	1899	6.627601279896842e-10	5.241021180888246e-6	0.3644204864511267	0.3305482987780124	0.7363007771782577	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
6	855	3.6459657395669065e-10	5.353851492020696e-7	0.7621900869999081	0.4712865739129484	0.942799326730892	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
13	504	5.58202659487331e-10	1.326013873909087e-6	0.46701158073265103	0.09760019998066129	0.0716772701125592	1	0.4871213703465422	3.8836783533617103e-4	0.48711846721014906	0.00155342630973174	1
