tree_depth	nrounds	eta	gamma	subsample	rate_drop	skip_drop	iter	train_rmse_mean	train_rmse_std	test_rmse_mean	test_rmse_std	best_iter
3	977	1.4992346415325494e-4	1.1690954196566396e-4	0.3015054265037179	0.7721488024108112	0.4044339153915644	977	0.3549002038644664	9.86723585597762e-4	0.35494496369352485	0.00239148925518239	977
6	595	0.00135318220716881	0.033759718339659	0.2416856118710712	0.3885870750527829	0.03149720258079469	595	0.3576100078833155	0.00133483003570852	0.35769954807379595	0.00250814011225067	595
4	326	4.019343580987551e-4	9.330219125142296e-4	0.6385229740059003	0.979000699473545	0.2039817995391786	326	0.3648052094442916	0.00120491975724372	0.3648482234891627	0.00243672477785336	326
14	526	7.994320621940659e-5	4.8158458284369894e-4	0.3808967231074348	0.24952972633764148	0.6049919293727726	526	0.36512031522823496	7.607432165371114e-4	0.3651912683207151	0.00253941338643598	526
13	1017	3.207924531106241e-5	22.09787898121598	0.1728801457909867	0.7076623686589301	0.8452533346135169	1017	0.36624435630624874	6.624086381272845e-4	0.3662355069360125	0.00262150956088985	1017
5	1971	1.9934789511231175e-5	0.4303994267294316	0.8944802266312764	0.3867308103945106	0.4437242846470326	1971	0.367822	8.66e-4	0.36787	0.002417	1971
12	1578	1.2150997339137966e-5	1.4148398268196656e-8	0.19442686242982743	0.29012559191323817	0.6739604827016592	1578	0.3696104913481552	6.513356189340752e-4	0.36962747229916376	0.00262231100417415	1578
8	1882	6.563695030416291e-6	0.1667208050025793	0.8247112184530124	0.8180213382001966	0.9964232339989394	1882	0.3696535164204678	6.537252879227013e-4	0.3697033069260588	0.00261579060927512	1882
5	814	1.3922313975698967e-5	1.928397010774014e-9	0.5293435437371955	0.00403302046470344	0.511991118779406	814	0.37054550185667073	6.583383169648675e-4	0.3705637512443241	0.00262115458187169	814
12	289	1.775327926517307e-4	5.168075540580365e-7	0.10036273314617576	0.922317702556029	0.17429353785701096	289	0.3707321976661472	7.877208719109697e-4	0.37073925401171304	0.00255408102722847	289
8	1996	1.2132360508220376e-5	0.00210940523799776	0.13336223585065454	0.8007364529184997	0.3983479717280716	1996	0.370750027807122	6.393572095278644e-4	0.370755354950468	0.00264744789624816	1996
8	107	5.4250882205848376e-5	4.6984138165317786e-8	0.7502372118644416	0.34776415838859975	0.9190289753023536	107	0.3719633450462267	6.4453907666467e-4	0.371981572813368	0.00264515791500089	107
2	1915	2.413693263191513e-6	0.1287538413514305	0.950769949099049	0.8723367662169039	0.6598330412525684	1915	0.3728067817478194	6.633593821413766e-4	0.37280065556273206	0.0026333740006459	1915
11	1479	1.3594438646766897e-4	1.8230763522035407e-10	0.9992973672691732	0.8458918770775199	0.00565661280415952	1479	0.37297989903932754	7.349499994134884e-4	0.3729890399035017	0.00256989935236167	1479
15	1163	2.1967954186028583e-6	5.2291334024535475e-6	0.6075422742636875	0.900737158022821	0.8317071201745421	1163	0.37307387218742977	6.623188272879948e-4	0.3730742102935455	0.00263629812550021	1163
6	1321	8.990529968753964e-6	1.1145739716928604e-8	0.9477818724932148	0.12211185926571488	0.13106895959936082	1321	0.373105043821905	6.532578881000107e-4	0.3731069747210308	0.0026446229932014	1321
8	1947	1.2274184487196e-6	1.4545853836361588e-5	0.953264513076283	0.2950046444311738	0.6254252009093761	1947	0.37327408018937813	6.648568000634246e-4	0.3732749165961562	0.00263468371009359	1947
10	1989	7.847072070101108e-7	0.39121288558575307	0.18307612980715932	0.23930441518314183	0.9564702305942774	1989	0.3733012016644578	6.589679089466894e-4	0.373294281726728	0.0026412276468616	1989
6	701	3.514279500513608e-6	0.00150973702382167	0.999954639864154	0.13406688999384642	0.5003841605503112	701	0.3733323904640274	6.588079866426895e-4	0.37333159211774947	0.00264086463099399	701
2	1303	1.417354524095538e-6	7.147350701628462	0.11520471367985012	0.7086919841822237	0.7831990215927362	1303	0.373354	6.58e-4	0.373345	0.002643	1303
9	1149	1.0149082597752723e-6	0.03240620740562547	0.6747634085128084	0.5203363609034568	0.5976430648006499	1149	0.3735446832300681	6.612753053069218e-4	0.373538982435126	0.00264084637831872	1149
13	1780	4.872286292100328e-7	3.1743392868583385e-8	0.7023074919125065	0.6241821856237948	0.5037430182565004	1780	0.3736328542383327	6.588324468412613e-4	0.37362616441378826	0.00264394265193325	1780
2	1303	3.340607902331655e-7	0.00435105661475	0.6694953044177965	0.7165498491376638	0.8639097867999226	1303	0.3736620629452498	6.603073588294369e-4	0.37365337800619486	0.00264277317841196	1303
15	843	5.001947870474076e-7	6.792047615024972	0.6251655456610024	0.8895919776987284	0.8300420111045241	843	0.37366781806827487	6.614869033012655e-4	0.3736593187352996	0.00264144149516656	843
9	222	2.0927908134412217e-6	4.0360485132555426e-8	0.8352891848655417	0.03460531472228467	0.07034100731834769	222	0.3737027807047603	6.582946301159166e-4	0.37369524397376064	0.00264498353437799	222
3	1967	3.6053114780980425e-7	5.339478945795757e-10	0.13323413878679277	0.8003477645106614	0.3367260782979429	1967	0.3737062062989527	6.634403996716168e-4	0.373697439434045	0.00263996425500609	1967
13	188	4.088916270066435e-6	9.417857073591822e-9	0.33327820226550103	0.13723088800907135	0.07876262231729925	188	0.3737170860054771	6.615888624889123e-4	0.3737087081455748	0.00264192481414433	188
3	1370	7.495374943390776e-7	7.56257487355195e-9	0.7100894609931856	0.9507261358667164	0.14127601799555123	1370	0.3737311512626248	6.603639506028907e-4	0.3737223968392927	0.00264327458194142	1370
12	50	2.334779074817147e-6	1.0293283491184064e-4	0.8775416527874768	0.6736936622764915	0.9523608363233508	50	0.3737424424148109	6.608179633520724e-4	0.37373421539428314	0.00264283481318828	50
2	738	9.952706270174418e-7	1.4395781705559322e-8	0.8379143267404288	0.5022021329496056	0.125994955888018	738	0.3737460237776516	6.623460356394905e-4	0.3737371652515402	0.00264139675641645	738
3	516	2.570616965532825e-7	1.3204182350451897e-5	0.9593841288471594	0.6779123905580491	0.6888518477790058	516	0.37375058464951344	6.605110082046417e-4	0.3737418006437694	0.00264324176677785	516
7	382	1.2994371917161171e-6	0.04044208527603762	0.9696972801350056	0.13228739937767386	0.04317848430946469	382	0.3737560783801496	6.597659368246161e-4	0.3737476090639896	0.00264396960858716	382
1	1438	2.8646162085274617e-7	1.8009696439808438	0.3519296289188788	0.10925740422680974	0.08419950492680073	1438	0.37376565691594094	6.607991627634766e-4	0.37375674020374466	0.00264306447144978	1438
4	439	9.78892048344e-8	2.360939551467005	0.6726914098020643	0.998900271486491	0.807324817404151	439	0.37376952252793433	6.603868692232867e-4	0.3737606417318785	0.00264349473805291	439
7	1656	2.138933056954482e-8	1.8711821823383007e-10	0.5986389014637098	0.2236339913215488	0.9245767088141292	1656	0.37377003318907553	6.602662130659054e-4	0.3737612442572726	0.0026436329494126	1656
7	118	5.412889932064984e-7	3.126603438235422e-7	0.7812971534905955	0.5761323883198202	0.4670440519694239	118	0.37377029048901006	6.604428936451277e-4	0.37376152702942805	0.00264345301708365	118
9	79	3.2702648322778165e-7	1.0954015685781189	0.187777752825059	0.02128332993015647	0.9709519031457604	79	0.373772850965795	6.60258349419678e-4	0.3737639381835148	0.00264366185043743	79
4	13	1.108943089917353e-6	8.959403840903691e-4	0.17101740820799022	0.2820806484669447	0.9687354362104088	13	0.37377642375656017	6.602715599126747e-4	0.3737675174943476	0.0026436784826265	13
8	1111	3.0996957362468327e-8	0.11125923687680445	0.4149188550887629	0.2511098734103143	0.33538637799210846	1111	0.373777	6.6e-4	0.373768	0.002644	1111
1	1464	1.3294759207441461e-8	2.0317601972275814e-9	0.4234194786986336	0.10599902947433291	0.5481184704694897	1464	0.37377778625785424	6.603062995635403e-4	0.3737688594225927	0.00264365370810844	1464
10	491	2.5987151389070904e-8	2.5025154869262297e-4	0.7251985845156014	0.8875679480843246	0.687937140930444	491	0.3737781289216422	6.602306991510939e-4	0.37376924364395175	0.00264372798284557	491
2	1083	5.895928085833121e-9	7.854729607967575e-9	0.5928253963589668	0.92482034326531	0.8925932615529746	1083	0.37377924197568974	6.603063082856771e-4	0.3737703145042626	0.00264366427312347	1083
15	1885	7.717389817108334e-9	0.14104205050624	0.5180195479188114	0.6434590953867882	0.25571649987250566	1885	0.3737797675617252	6.603039517913022e-4	0.3737708501748642	0.00264367071972572	1885
11	1051	2.358558340583257e-9	7.978512947024746e-9	0.43800907593686134	0.14453791454434395	0.845562577014789	1051	0.3737803610628067	6.602933520023456e-4	0.373771438187452	0.00264368679840358	1051
7	448	6.193963835383001e-9	0.46159981180308607	0.1061171047622338	0.5972197274677455	0.609760656254366	448	0.3737805172216805	6.602951886446124e-4	0.3737715882095555	0.00264368513045125	448
2	186	1.6748871646970202e-8	0.18854696707457508	0.2156308111967519	0.06984840054064989	0.33415629039518535	186	0.37378053877620926	6.6029771728235e-4	0.37377160883622845	0.00264368284821667	186
10	230	2.2500791430234428e-8	1.626999423312944e-10	0.7389291328610852	0.7347438763827085	0.18175479886122048	230	0.3737806486303539	6.602984648523357e-4	0.3737717245560735	0.00264368249128268	230
6	544	1.3666566209209368e-10	5.0850670622197955e-8	0.21404781481251123	0.7753552275244147	0.8966655498370528	51	0.373781	6.6e-4	0.373772	0.002644	1
5	293	2.408361251491757e-10	5.623677585104868e-7	0.5106477623572573	0.623530866811052	0.33506402489729226	51	0.373781	6.6e-4	0.373772	0.002644	1
10	1558	4.499403274922675e-10	11.579688921147678	0.9567188454093412	0.8662024850491434	0.9402325516566634	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
14	1293	4.910001559542207e-10	0.22096811443134937	0.3844390205806122	0.8956040262710303	0.9713772758841516	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
3	486	1.9905388065279038e-10	0.38007188674228	0.6483308249851689	0.4844686295837164	0.08949064300395548	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
11	1642	1.9574593183887548e-10	5.989107951786122e-7	0.15476904616225512	0.9854514573235064	0.8015255013015121	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
4	765	3.004548015544657e-10	1.1901869164203998e-6	0.897503322828561	0.2591379676014185	0.48482668423093855	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
10	766	1.0020312041429762e-10	0.00534871944495292	0.5130836947122589	0.641989566385746	0.03981956304050982	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
14	335	3.15001049430954e-9	0.4060783309180301	0.3719436284387484	0.8040884796064347	0.21193473087623715	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
11	1226	4.633214529002722e-9	2.4898910002134256e-10	0.5409105711616576	0.6952440640889108	0.16297719161957502	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
7	33	1.5839677004981186e-9	2.1571486804594946e-10	0.740091237006709	0.35319599974900484	0.01330564473755657	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
2	989	1.1989235783544282e-10	10.340014933461076	0.36707351135555655	0.14409122802317142	0.5040908844675869	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
4	883	1.8435297427892943e-10	1.1881225539551325e-7	0.4179029444232584	0.34828324243426323	0.7165938429534435	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
14	1899	6.627601279896842e-10	5.241021180888246e-6	0.3644204864511267	0.3305482987780124	0.7363007771782577	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
2	1688	2.006659735542142e-9	0.00167071441725614	0.7917101368075237	0.954208126058802	0.3945888951420784	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
6	855	3.6459657395669065e-10	5.353851492020696e-7	0.7621900869999081	0.4712865739129484	0.942799326730892	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
13	504	5.58202659487331e-10	1.326013873909087e-6	0.46701158073265103	0.09760019998066129	0.0716772701125592	1	0.37378105917514065	6.602925066315164e-4	0.373772128331684	0.00264369213975373	1
