tree_depth	nrounds	eta	gamma	subsample	rate_drop	skip_drop	iter	train_rmse_mean	train_rmse_std	test_rmse_mean	test_rmse_std	best_iter
14	1706	0.0015425638561330343	1.4056091233131922e-9	0.6667667627567425	0.16473414516076446	0.0024267854169011116	1706	0.3620044961208745	0.0013177185229231827	0.36383545327449046	0.003948105452594608	1706
