cluster_id	cluster_size	gene_ratio	HPO_ratio	num_sig_go_enrichment_terms	sig_go_enrichment_p_vals	sig_go_enrichment_fdr_corrected_p_vals	sig_go_enrichment_terms	go_sig_threshold	max_norm_cell_type_specificity	max_norm_cell_type_comma_sep_string	num_of_diseases	max_norm_disease_specificity	max_norm_disease_comma_sep_string	mg2_pairs_count	mg2_not_pairs_count	mg2_portion_families_recovered	avg_embeddedness	avg_internal_degree	conductance	cut_ratio	normalized_cut	expansion	triangle_participation_ratio	surprise	significance	newman_girvan_modularity	internal_edge_density	edges_inside	hub_dominance	max_plof	mean_plof	median_plof	std_plof	sum_plof
529	6	0.16666666666666666	0.8333333333333334	0				0.05	1.0	Exocrine glandular cells	0	0.0	No Associated Disease	0	0	0	0.20296717171717174	1.6666666666666667	0.8076923076923077	0.00019385748705308926	0.807695694900532	7.0	0.0	12.928184843732069	65.18667581979366	1.6127845889255934e-07	0.3333333333333333	5.0	0.6	0	0.0	0.0	-1.0	0
606	5	0.2	0.8	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.3239393939393939	1.6	0.8461538461538461	0.00024369980614788147	0.8461573946565554	8.8	0.0	11.052819828498134	53.057393360095745	1.6127845889255934e-07	0.4	4.0	0.75	0	0.0	0.0	-1.0	0
642	67	0.16417910447761194	0.835820895522388	63	8.640653398671725e-15,1.8311092733799716e-14,4.3888615879717076e-14,8.862015926749904e-14,9.409788550971054e-14,1.259048073998392e-13,2.4021660589632694e-13,3.084065122926344e-13,1.5580162744394437e-12,1.5921082883873657e-12,1.678066520839066e-12,3.709942239660893e-12,4.350990852162242e-12,4.631998544518478e-12,4.778071690239582e-12,5.91197363289506e-12,7.473840815196205e-12,7.913803650771861e-12,9.108965536276397e-12,1.0170037345398512e-11,1.103171088578958e-11,3.107937585647415e-11,3.1416897505950384e-11,3.6342268693662e-11,3.79752987043968e-11,4.127666021356858e-11,4.127666021356858e-11,1.17940550064532e-10,3.010290828055616e-10,3.669229631225611e-10,4.1313663788989473e-10,4.2541707119948054e-10,4.708184972230756e-10,5.899121150427394e-10,7.939539014434249e-10,1.7855762520995244e-09,1.9560345821536773e-09,2.550689562011306e-09,4.113379184130114e-09,4.280377822340181e-09,5.8751895537588166e-08,9.251412283483548e-08,9.361227570200681e-08,1.4103341133181176e-07,1.4896833947426531e-07,2.865794027348487e-07,4.940086507471036e-07,9.463354140259545e-07,9.463354140259545e-07,1.392683878417591e-06,1.7719621854047586e-06,3.4897041606097943e-06,3.7886143727639073e-06,4.06847109408881e-06,1.8589085483896e-05,2.1914870156842042e-05,2.5659735570128875e-05,4.146848048746457e-05,5.8843623408522394e-05,6.494324915989742e-05,0.00010144573495985391,0.00016350385738775884,0.0001907713356885076	1.354940859445713e-10,1.4356812257935667e-10,2.2940579520328116e-10,2.951097885355542e-10,2.951097885355542e-10,3.290522141394798e-10,5.381195138657575e-10,6.045153149076e-10,2.3921601012070358e-09,2.3921601012070358e-09,2.3921601012070358e-09,4.847967021676873e-09,4.994996144976458e-09,4.994996144976458e-09,4.994996144976458e-09,5.794103658589215e-09,6.893958695475981e-09,6.8942419470974205e-09,7.517773082860535e-09,7.973817780659704e-09,8.237536114288877e-09,2.1419494338730782e-08,2.1419494338730782e-08,2.374512980772141e-08,2.3819626359345847e-08,2.3972566992924773e-08,2.3972566992924773e-08,6.605092019864023e-08,1.627736912922073e-07,1.917906328241627e-07,2.0846765917122045e-07,2.0846765917122045e-07,2.2372438954409236e-07,2.7207093752897635e-07,3.5571403224383846e-07,7.777672558103512e-07,8.289886022365356e-07,1.0525621847868232e-06,1.6538948458037006e-06,1.6780151158029097e-06,2.2470450583534632e-05,3.413800221588765e-05,3.413800221588765e-05,5.0262384615775915e-05,5.1910500695465655e-05,9.769242639750353e-05,0.00016482020536947513,0.00030284664545593865,0.00030284664545593865,0.00043677351794932487,0.0005448262554770985,0.0010523471335100421,0.0011209294713077516,0.0011814388004890116,0.005299917263144967,0.006136554980882858,0.007059128306582296,0.011211504181447103,0.0156394382825261,0.01697291816793919,0.026078206064024084,0.041353290124152356,0.047483893887801394	GO:0042776,GO:0015986,GO:0006754,GO:0009206,GO:0009145,GO:0009201,GO:0009142,GO:0006119,GO:0046034,GO:0006120,GO:0009060,GO:0009205,GO:0009144,GO:0009199,GO:0045333,GO:0009152,GO:0006164,GO:0009141,GO:0009260,GO:0072522,GO:0046390,GO:0015980,GO:0019646,GO:0009165,GO:1901293,GO:0042775,GO:0042773,GO:0022904,GO:0009150,GO:0006163,GO:0009259,GO:0006091,GO:0019693,GO:0072521,GO:0022900,GO:0009117,GO:0006753,GO:0090407,GO:0055086,GO:1901137,GO:0019637,GO:1901135,GO:0034654,GO:0018130,GO:0019438,GO:1901362,GO:1901566,GO:0010257,GO:0032981,GO:0044271,GO:0044281,GO:0006796,GO:0006793,GO:0033108,GO:0044249,GO:1901576,GO:0009058,GO:0006139,GO:0046483,GO:0006725,GO:1901360,GO:0034641,GO:0006979	0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.36691248679155003	8.149253731343284	0.7845303867403315	0.0008231147855926758	0.7846906963669246	29.671641791044777	0.0	447.9969456479687	3254.0503066216825	1.8937886879261523e-06	0.12347354138398914	273.0	0.5	0	0.0	0.0	0.0	0
643	76	0.21052631578947367	0.7894736842105263	21	3.1416897505950384e-11,4.127666021356858e-11,4.127666021356858e-11,1.17940550064532e-10,1.5169663855191115e-10,6.243112870931692e-10,7.939539014434249e-10,1.494651121239097e-09,7.116752567594157e-09,5.511493678825041e-08,6.276709530065157e-08,7.25023838464225e-08,1.4842759882635747e-06,1.4842759882635747e-06,4.8332841237091056e-06,6.309864520993283e-06,1.4301222103257373e-05,1.5446981474799214e-05,2.483659124049667e-05,3.7854141858143356e-05,4.387162621270911e-05	2.1575310293632296e-07,2.1575310293632296e-07,2.1575310293632296e-07,4.623564413904816e-07,4.757509978265038e-07,1.6316375488179977e-06,1.7785701612191925e-06,2.929703029018785e-06,1.2399755223604887e-05,8.642573237765547e-05,8.94773474008652e-05,9.47424900913126e-05,0.0016624951265686511,0.0016624951265686511,0.0050527152229254985,0.0061840615971059795,0.013191615517716403,0.013456895361462582,0.020498030907485698,0.0296795399238773,0.03275957003054722	GO:0019646,GO:0042775,GO:0042773,GO:0022904,GO:0006119,GO:0009060,GO:0022900,GO:0045333,GO:0015980,GO:0006123,GO:0006091,GO:1902600,GO:0015990,GO:0015988,GO:0021549,GO:0022037,GO:0055085,GO:0030902,GO:0098662,GO:0098655,GO:0098660	0.05	0.0625	Cytotrophoblasts,Distal tubular cells,Hofbauer cells,Syncytiotrophoblasts	3	0.0625	Deafness,Non-syndromic deafness,Tumor suppressor	0	0	0	0.36618410808806323	9.921052631578947	0.7431880108991825	0.0007966515806706477	0.7433639646215795	28.710526315789473	0.11842105263157894	642.7076521817432	4521.480305139539	2.20207864630506e-06	0.13228070175438597	377.0	0.52	0	0.0	0.0	0.0	0
684	14	0.07142857142857142	0.9285714285714286	0				0.05	1.0	Ductal cells	1	0.0	No Associated Disease	0	0	0	0.5171442314299457	1.8571428571428572	0.6708860759493671	0.00010486452690269758	0.6708903502852784	3.7857142857142856	0.0	23.092778844504632	156.9888415055102	5.644955688499021e-07	0.14285714285714285	13.0	0.6153846153846154	9	9.0	9.0	-1.0	9
731	6	0.16666666666666666	0.8333333333333334	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.5564814814814815	1.6666666666666667	0.84375	0.00024924534049682907	0.843754354977788	9.0	0.0	12.928184843732069	65.18667581979366	3.2256545116905885e-07	0.3333333333333333	5.0	0.8	0	0.0	0.0	-1.0	0
777	7	0.14285714285714285	0.8571428571428571	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.27460317460317457	1.7142857142857142	0.8208955223880597	0.00021760116475968917	0.8208999580139423	7.857142857142857	0.0	14.617439135309645	77.11760562054522	2.4191487206197467e-07	0.2857142857142857	6.0	0.6666666666666666	0	0.0	0.0	-1.0	0
812	44	0.9090909090909091	0.09090909090909091	48	3.809426481374966e-66,4.68336935013939e-63,6.24183789372035e-63,4.176748814386666e-40,2.9302808708603533e-37,1.6599684689648747e-36,5.05808053168373e-33,1.6835242920335672e-32,4.2723866980223336e-32,3.39873585245441e-30,1.8868385124718257e-29,5.902490300869467e-29,6.907062179905664e-26,1.1911333864263084e-18,1.4745812009119981e-15,1.7683279176353777e-15,5.113687349834039e-12,8.435499412452707e-12,3.717833725166984e-11,1.0149103106971745e-10,3.275249639359816e-10,1.1736674300718235e-09,1.1736674300718235e-09,5.464181316018932e-09,5.817695444361322e-09,8.036385832653928e-08,9.262267130273502e-08,1.7868906400163802e-07,2.2860857746078535e-07,3.6896645647857924e-07,3.698149012175423e-07,7.920871713251278e-07,8.125067355544568e-07,9.993069532717852e-07,3.1830249656424394e-06,3.2565711043476e-06,3.483049949571483e-06,4.244908847249169e-06,1.1508881202951065e-05,1.181301492895867e-05,2.3927829143384037e-05,3.082623764117658e-05,3.899044960140145e-05,3.935079457027603e-05,5.7945437545157564e-05,7.028496683059199e-05,0.00010189338652941368,0.00010692844159911828	5.973561665444084e-62,3.262608667047627e-59,3.262608667047627e-59,1.6373899539599326e-36,9.189946867192241e-34,4.3383275936396996e-33,1.1330822973904653e-29,3.299918052922296e-29,7.443921756854246e-29,5.32955769023376e-27,2.689774064915518e-26,7.713079200661177e-26,8.331510926392363e-23,1.3341544737536388e-15,1.5415271874334029e-12,1.7330718797775223e-12,4.716925372514562e-09,7.34872590481505e-09,3.068386876018078e-08,7.957404291021197e-08,2.445675694990537e-07,8.001860422154898e-07,8.001860422154898e-07,3.5701594673538694e-06,3.649091290521195e-06,4.846867932378702e-05,5.379318921104399e-05,0.00010007225759320306,0.00012361417597112328,0.00018706669245136388,0.00018706669245136388,0.00038608842788574055,0.00038608842788574055,0.000460886245125143,0.0014185080968687422,0.0014185080968687422,0.0014761542232224441,0.0017516951482556375,0.004627455542140401,0.004630997177525023,0.0091515192389611,0.011509196010744998,0.014024086583102236,0.014024086583102236,0.020192053469902573,0.023959534018924197,0.03399553604612204,0.03493218526491195	GO:0045109,GO:0045104,GO:0045103,GO:0097435,GO:0030855,GO:0031424,GO:0008544,GO:0030216,GO:0060429,GO:0007010,GO:0009913,GO:0043588,GO:0009888,GO:0006996,GO:0030154,GO:0048869,GO:0048856,GO:0032502,GO:0016043,GO:0071840,GO:0065007,GO:0042633,GO:0042303,GO:0050789,GO:0050794,GO:0008152,GO:0048513,GO:0019222,GO:0071704,GO:0051716,GO:0044237,GO:0050896,GO:0060255,GO:0044238,GO:0080090,GO:0051171,GO:0031323,GO:0006807,GO:0007154,GO:0023052,GO:0007568,GO:0043170,GO:0010468,GO:0007165,GO:0048522,GO:0051179,GO:0051546,GO:0048518	0.05	0.175	Suprabasal keratinocytes,Late spermatids	8	0.125	Ectodermal dysplasia,Palmoplantar keratoderma	0	0	0	0.150030449053986	32.0	0.8857421082528605	0.00687721942330908	0.8866217070172157	248.0681818181818	0.9545454545454546	2374.6582096592456	9984.674924865194	-9.876892980905574e-07	0.7441860465116279	704.0	0.9302325581395349	56	28.375	30.0	13.411987558017277	1135
817	8	0.125	0.875	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.19925595238095237	1.75	0.825	0.00022848755089040906	0.8250053227471956	8.25	0.0	16.152234200014338	88.88276189072094	1.6125441972560607e-07	0.25	7.0	0.7142857142857143	0	0.0	0.0	-1.0	0
826	38	0.9736842105263158	0.02631578947368421	18	1.5051087435459556e-11,2.111429448403067e-11,3.4353701350575414e-10,5.551409860489457e-10,2.2888933952034925e-09,4.3552503935429516e-09,4.2566664970532777e-07,6.276615617619437e-07,6.276615617619437e-07,6.678926917084082e-07,2.5447354019085567e-06,2.5447354019085567e-06,2.5447354019085567e-06,2.796632159382968e-06,7.149585689736648e-06,8.612149083662677e-06,1.7733718018244766e-05,1.7733718018244766e-05	1.6554662590204248e-07,1.6554662590204248e-07,1.7956679695945769e-06,2.1762914505583793e-06,7.178427466037193e-06,1.1382446903524504e-05,0.0009535541048613207,0.001047322529867955,0.001047322529867955,0.001047322529867955,0.003069538141332929,0.003069538141332929,0.003069538141332929,0.0031324277779488804,0.007474176880050691,0.008440444361307153,0.0154490240135609,0.0154490240135609	GO:0010951,GO:0010466,GO:0045861,GO:0051346,GO:0052548,GO:0052547,GO:0030162,GO:0006637,GO:0035383,GO:0043086,GO:0034032,GO:0033875,GO:0033865,GO:0044092,GO:0051336,GO:0051248,GO:0019427,GO:0006083	0.05	0.13513513513513514	Cholangiocytes	8	0.08108108108108109	Cancer-related genes	0	0	0	0.0429249055203107	9.578947368421053	0.9748114317348281	0.010275536389272652	0.9759462644781081	370.7105263157895	0.9473684210526315	426.0826346446016	2318.2908802350157	-1.3582610697309677e-06	0.25889046941678523	182.0	0.5135135135135135	131	25.72972972972973	17.0	25.934370853976613	952
827	96	0.9791666666666666	0.020833333333333332	0				0.05	0.10638297872340426	Early spermatids	10	0.05319148936170213	Cancer-related genes	0	0	0	0.061039689164193084	19.208333333333332	0.9641955652207681	0.01436105481366316	0.9681850010648264	517.2708333333334	0.9791666666666666	1940.1481408944508	11485.392138410545	-1.7251848678673414e-05	0.20219298245614034	922.0	0.5473684210526316	107	20.5531914893617	16.5	17.809395261977485	1932
830	41	0.2926829268292683	0.7073170731707317	41	4.015064319701485e-13,6.42329848916978e-13,1.553800919874877e-11,3.1365864593308375e-11,8.693093132470226e-11,9.357985811209348e-11,1.5899218930146347e-10,2.9698402720890925e-09,6.859426314456743e-09,9.776085169033374e-09,1.09710858945881e-08,1.4361149435175521e-08,1.4900287507543694e-08,1.645063662432626e-08,2.8656737245428953e-08,5.592896388929548e-08,1.3880039032703832e-07,1.592832082712894e-07,1.6725015074087916e-07,2.6462624287434296e-07,4.3343590382907094e-07,1.2026166702280275e-06,3.192866291161788e-06,3.6716647917277095e-06,3.6716647917277095e-06,3.6716647917277095e-06,5.5055366372050225e-06,7.705007521167618e-06,1.2825292056829447e-05,1.6493104721231276e-05,2.2338212566565856e-05,2.4288432232869666e-05,3.1091621552091253e-05,3.156078587148668e-05,3.330525935351483e-05,3.841546647014768e-05,6.236824578403875e-05,6.939007454562518e-05,7.303192124483955e-05,0.00010065478162896793,0.00010459818786646893	5.036187180433566e-09,5.036187180433566e-09,8.121717408185982e-08,1.2296203067191716e-07,2.445709591759563e-07,2.445709591759563e-07,3.561652172051784e-07,5.821258163328632e-06,1.1951407115221798e-05,1.5329879153561235e-05,1.5639781628457817e-05,1.797318526198405e-05,1.797318526198405e-05,1.842588806471858e-05,2.9957753116371425e-05,5.481388017175265e-05,0.00012803111298342868,0.00013803419019830138,0.00013803419019830138,0.00020748020572562863,0.0003236527813306505,0.0008571923639020772,0.0021768407092046956,0.0022144375230416236,0.0022144375230416236,0.0022144375230416236,0.0031974933336300724,0.004315079390693908,0.006934944991142847,0.008620945837787587,0.011299532621171586,0.011902090807613412,0.014556020095611251,0.014556020095611251,0.014921707769213314,0.016733136936621828,0.026432336814581396,0.02863436207763022,0.029364450180521258,0.039459190768096154,0.040004980095953636	GO:0006694,GO:0008211,GO:0120178,GO:0006704,GO:0042446,GO:0008202,GO:0016125,GO:0008207,GO:0006705,GO:0008203,GO:0034650,GO:1902652,GO:0034754,GO:0008212,GO:0008610,GO:0006700,GO:0042445,GO:1902644,GO:0006629,GO:1901615,GO:0010817,GO:0006066,GO:1901362,GO:1902645,GO:0032342,GO:0034651,GO:0034309,GO:0032341,GO:0071375,GO:0046184,GO:0042180,GO:0044281,GO:1901653,GO:0034308,GO:0120255,GO:0035865,GO:0043434,GO:0035864,GO:0009725,GO:0010893,GO:0120254	0.05	0.25	Hepatocytes	4	0.4166666666666667	FDA approved drug targets,Congenital adrenal hyperplasia	0	0	0	0.271746494555525	8.829268292682928	0.9532420563161974	0.004989743305427732	0.9538369020504522	180.0	0.7073170731707317	396.0287795937813	2272.5622974132066	1.5457059212003348e-06	0.22073170731707317	181.0	0.6	71	30.083333333333332	24.0	18.855712099729324	361
