cluster_id	cluster_size	gene_ratio	HPO_ratio	num_sig_go_enrichment_terms	sig_go_enrichment_p_vals	sig_go_enrichment_fdr_corrected_p_vals	sig_go_enrichment_terms	go_sig_threshold	max_norm_cell_type_specificity	max_norm_cell_type_comma_sep_string	num_of_diseases	max_norm_disease_specificity	max_norm_disease_comma_sep_string	mg2_pairs_count	mg2_not_pairs_count	mg2_portion_families_recovered	avg_embeddedness	avg_internal_degree	conductance	cut_ratio	normalized_cut	expansion	triangle_participation_ratio	surprise	significance	newman_girvan_modularity	internal_edge_density	edges_inside	hub_dominance	max_plof	mean_plof	median_plof	std_plof	sum_plof	snowballing_pvalue	num_new_edges_on_any_node
71	9	0.1111111111111111	0.8888888888888888	0				0.05	1.0	Alveolar cells type 1,Ciliated cells,Collecting duct cells,Ductal cells	1	0.0	No Associated Disease	0	0	0	0.6715541207066631	1.7777777777777777	0.8814814814814815	0.0003900705732726	0.8814914990543247	13.22222222222222	0.0	16.91842966292953	100.1625063886634	5.049629323684381e-07	0.2222222222222222	8.0	1.0	0	0.0	0.0	-1.0	0	0.0699999999999999	135
143	4	0.25	0.75	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.3297619047619047	1.5	0.6842105263157895	9.586455076396672e-05	0.6842116206813307	3.25	0.0	8.699700672475991	40.55308797420616	2.525434846650535e-07	0.5	3.0	0.6666666666666666	0	0.0	0.0	-1.0	0	0.05	16
197	19	0.9473684210526316	0.0526315789473684	0				0.05	0.1111111111111111	Alveolar cells type 1,Early spermatids,Late spermatids	4	0.0555555555555555	Congenital hypothyroidism,Amyotrophic lateral sclerosis,Neurodegeneration	0	0	0	0.0211105740936542	8.105263157894736	0.9878615906045558	0.0194656233643393	0.9889155454749702	659.6315789473684	0.9473684210526316	215.40569826521693	1029.9255217227278	-1.1406607727296616e-06	0.4502923976608187	77.0	0.8888888888888888	70	17.11111111111111	10.5	16.949367119501364	308	0.12	31
198	96	0.7604166666666666	0.2395833333333333	162	1.8449915861198173e-28,7.158739341995748e-28,1.174813976096176e-26,1.5445254780379714e-26,2.369692724599837e-26,4.073736927215716e-26,7.152358806082825e-26,4.678938161092797e-25,6.3587583677582905e-25,1.4577470287199775e-24,1.9268218265854475e-24,2.3505067228205574e-24,4.7551824003097684e-24,5.172860800531642e-22,2.3253335226698624e-21,3.31258215925789e-20,3.7946297611204637e-20,4.167871557366394e-20,8.609017251702389e-20,8.609017251702389e-20,8.609017251702389e-20,8.609017251702389e-20,1.744214590680888e-19,2.318823546789195e-19,2.596849084552662e-19,2.596849084552662e-19,6.994781745633834e-19,3.823132043471632e-18,3.913457042106853e-18,4.053045592126957e-18,6.5244991786222955e-18,8.441274402354347e-18,1.1957871661944882e-17,1.519577322787084e-17,1.6894059451481524e-17,2.3824038183602656e-16,5.424636117244079e-16,1.5889073950922254e-15,2.0853531305424378e-15,2.8571049906436325e-15,3.3212203409767442e-15,2.5675570985633035e-14,3.1386820884936354e-14,4.1000055875183794e-14,5.1605463046457234e-14,1.2019823678519632e-13,1.2564750517269396e-13,2.416985477348824e-13,2.9366539311470854e-13,3.458543114372429e-13,3.458543114372429e-13,8.219762606594182e-13,1.0847535341088727e-12,1.0847535341088727e-12,1.3637379554514416e-12,1.9160946251168704e-12,2.133660593599105e-12,2.8866092791701765e-12,3.0604195392141013e-12,3.461881618216197e-12,3.934136029740106e-12,4.056487861885877e-12,4.208447859278737e-12,4.2147004301452484e-12,5.051039196612914e-12,5.167320770965068e-12,5.250435462401649e-12,8.83566167218863e-12,9.699895547698143e-12,1.7026566798543125e-11,2.1513842385627876e-11,2.30921890930435e-11,2.30921890930435e-11,2.689986148192617e-11,2.871438396763572e-11,5.4853200225829376e-11,6.276608780192368e-11,6.416358306626644e-11,1.0992507583338537e-10,1.1484853325629091e-10,1.3239144989594982e-10,3.779636161171884e-10,4.4702648459578135e-10,8.717392494816399e-10,1.1168679949599444e-09,3.434047540462442e-09,4.989003845392979e-09,5.9117328118717874e-09,5.959722840795442e-09,8.954197830575478e-09,9.388071688323023e-09,1.4299480901624537e-08,1.756729942453227e-08,1.8656776407238907e-08,2.7495683906838144e-08,3.876694165916731e-08,4.782133118181517e-08,5.7985520038261484e-08,1.3214302683132907e-07,1.7972082729492595e-07,1.7972082729492595e-07,2.0482617824589263e-07,2.672053173855352e-07,3.684620966783125e-07,8.054905057325463e-07,8.417171669763915e-07,1.0577054175927097e-06,1.9420278632744147e-06,1.99798100014343e-06,2.238804805812692e-06,4.35574688065597e-06,5.13825707236672e-06,5.681694624990362e-06,5.80805377174372e-06,6.5625307099550734e-06,6.5625307099550734e-06,8.888671939522868e-06,1.3725997908703814e-05,1.38931839659613e-05,1.787757022526317e-05,1.818387585279251e-05,2.348789992346513e-05,2.550857168213132e-05,2.550857168213132e-05,2.765392532809018e-05,2.8582929568405718e-05,3.219844441615388e-05,3.7775454408445025e-05,4.424956458828716e-05,5.703573992503499e-05,5.7381553289192665e-05,5.958623300426813e-05,5.958623300426813e-05,5.980840822400349e-05,6.835293269906257e-05,7.153134745835651e-05,0.00011176849953533353,0.00011382714687685046,0.00011894974146643686,0.00011894974146643686,0.00012579713750105986,0.00017552854219605855,0.00017802186694817118,0.00017802186694817118,0.00018416333303302473,0.000186187631649133,0.00018717470381484798,0.00024599949848657645,0.0002486681823043211,0.0002685507395868073,0.00026909350860105096,0.0002762453544587996,0.0002833479354167342,0.0002895756425905649,0.00029364877845981324,0.00029364877845981324,0.00031361232439644314,0.0003363717247895024,0.0004198354872183656,0.0004243672120868052,0.00045309240423647556,0.0004850338108853092	2.8914708137669778e-24,5.609588148387868e-24,6.051450822952771e-23,6.051450822952771e-23,7.42756487598573e-23,1.0640600853887451e-22,1.601310960127572e-22,9.166039857580789e-22,1.107271790438977e-21,2.2845811434099486e-21,2.7451956060224667e-21,3.0697617800036477e-21,5.732555275204207e-21,5.790648176137993e-19,2.429508464485472e-18,3.2446742249931035e-17,3.4982022127223474e-17,3.628826835947007e-17,6.132750834939992e-17,6.132750834939992e-17,6.132750834939992e-17,6.132750834939992e-17,1.1884926550065598e-16,1.5141917760533443e-16,1.5653007251195892e-16,1.5653007251195892e-16,4.060082204354572e-16,2.1148861642723656e-15,2.1148861642723656e-15,2.1173110173271222e-15,3.2984500363667293e-15,4.134114138553041e-15,5.6789019601818234e-15,7.004357589035052e-15,7.564677134960526e-15,1.0371397955928355e-13,2.297699925120249e-13,6.552988604180358e-13,8.379911349195151e-13,1.1194137353341753e-12,1.269516223994818e-12,9.580655916353356e-12,1.1439401323458664e-11,1.46034744471791e-11,1.7972462596979505e-11,4.095101667168689e-11,4.1896759597158714e-11,7.89145758354391e-11,9.392498042640229e-11,1.0627899546753864e-10,1.0627899546753864e-10,2.477309991741231e-10,3.148195812324862e-10,3.148195812324862e-10,3.885909315969999e-10,5.362327672291356e-10,5.86644365313775e-10,7.799817348819828e-10,8.129304240434473e-10,9.042434786780707e-10,1.0107504894768351e-09,1.0253754479270236e-09,1.0320747678318176e-09,1.0320747678318176e-09,1.2178444044510396e-09,1.2270038048873416e-09,1.2281317099516215e-09,2.036360143037356e-09,2.2031414930945692e-09,3.812005069525255e-09,4.7488019417966205e-09,4.957545033783256e-09,4.957545033783256e-09,5.696954447901986e-09,6.00015767387716e-09,1.1311307288673659e-08,1.2774936727685039e-08,1.2891944536083689e-08,2.1806908714693868e-08,2.249882766490739e-08,2.56152938613497e-08,7.223714380229972e-08,8.440721766969983e-08,1.6264163711757454e-07,2.059241790236735e-07,6.257952680712487e-07,8.987088306321697e-07,1.0494469254038896e-06,1.0494469254038896e-06,1.5592243155642097e-06,1.616811642850532e-06,2.435885485763693e-06,2.9603732965727927e-06,3.110521275045193e-06,4.5359195598733405e-06,6.328703225859063e-06,7.726349508055745e-06,9.27294969428198e-06,2.091864158081403e-05,2.788697827095128e-05,2.788697827095128e-05,3.147093985754538e-05,4.06567158647195e-05,5.5524403645601094e-05,0.00012022521148419492,0.00012444708906466046,0.0001549192458365696,0.0002818098210484873,0.000287269341598604,0.00031896862651542286,0.0006149843703931564,0.0007189889717690289,0.0007879957359544156,0.0007984545500944525,0.0008866205283311716,0.0008866205283311716,0.0011906262105658323,0.0018229986375017473,0.0018296973034835756,0.00233481067141937,0.002355187622850944,0.003017232521315947,0.003223954317760984,0.003223954317760984,0.0034671385419346346,0.003555172001555987,0.003973338747165068,0.004625132199133988,0.005375807567656096,0.006864761092734561,0.006864761092734561,0.006994905773780468,0.006994905773780468,0.006994905773780468,0.007935016009331174,0.008242935862995317,0.012785663684071146,0.012926804680101453,0.013315573916157132,0.013315573916157132,0.01398221800650078,0.01937241769927204,0.01937471318619263,0.01937471318619263,0.019904881070990095,0.01995511536181155,0.01995511536181155,0.02604935229920018,0.02615521981928403,0.02792869845560047,0.02792869845560047,0.028482349967620446,0.029023717933667044,0.029469022536878785,0.02950040805142432,0.02950040805142432,0.0313053015792424,0.033364668803171404,0.041381520476014,0.04156676842390257,0.04410474633039779,0.046922530149349176	GO:0016070,GO:0034655,GO:0090304,GO:0046700,GO:0044270,GO:0006139,GO:0019439,GO:1901361,GO:0046483,GO:0006725,GO:0016553,GO:0090502,GO:1901360,GO:0090501,GO:0034641,GO:0042454,GO:0090305,GO:0006396,GO:0046087,GO:0006216,GO:0009972,GO:0016554,GO:0072529,GO:0009164,GO:0046133,GO:0046131,GO:0046135,GO:0034656,GO:0080111,GO:0070922,GO:1901658,GO:0009119,GO:0035510,GO:0072527,GO:0006213,GO:0034470,GO:0009116,GO:0034660,GO:0006304,GO:0031054,GO:1901136,GO:1901657,GO:0050792,GO:0031047,GO:0070383,GO:0009451,GO:0070988,GO:0044728,GO:0006259,GO:0001682,GO:0045006,GO:0035196,GO:0099116,GO:0045869,GO:0045069,GO:0070918,GO:0008033,GO:0045091,GO:0048525,GO:0010467,GO:0043170,GO:0006807,GO:0044248,GO:1903900,GO:0006399,GO:0034471,GO:0044237,GO:0000966,GO:0016441,GO:0044238,GO:1901575,GO:0010529,GO:0010528,GO:0016071,GO:0022613,GO:0071704,GO:0045071,GO:0055086,GO:0051607,GO:0140546,GO:0009056,GO:0009615,GO:0006401,GO:0010501,GO:0008152,GO:0045087,GO:0006397,GO:0035194,GO:1901135,GO:0043207,GO:0098795,GO:0010586,GO:0098542,GO:0009607,GO:0022618,GO:0071826,GO:0051707,GO:0044282,GO:0006388,GO:0000394,GO:0035278,GO:0006298,GO:0044419,GO:0031347,GO:0000379,GO:0002831,GO:0048519,GO:0006955,GO:0006952,GO:0035195,GO:1901565,GO:0009264,GO:0044260,GO:0046386,GO:0006382,GO:0030422,GO:0044281,GO:0034661,GO:0010608,GO:0009605,GO:0006950,GO:0009394,GO:0050691,GO:0009262,GO:0019692,GO:0032101,GO:0045088,GO:0002566,GO:0002376,GO:0006220,GO:0006281,GO:0060339,GO:0071360,GO:0010629,GO:0046782,GO:0046061,GO:0071359,GO:0009057,GO:0046101,GO:0046060,GO:0048523,GO:0050688,GO:0046100,GO:0009217,GO:0009166,GO:0044265,GO:0016556,GO:0006974,GO:0009146,GO:0080134,GO:0016072,GO:1901292,GO:0008380,GO:0009112,GO:0032680,GO:0060759,GO:0009156,GO:1903555,GO:0050776,GO:0009215,GO:0060338,GO:0060966	0.05	0.0684931506849315	monocytes,T-cells	25	0.0821917808219178	Aicardi-Goutieres syndrome,Neurodegeneration,Cancer-related genes	0	0	0	0.2296232374054554	15.875	0.9717075706382504	0.016126269348319	0.9760950561367988	545.2291666666666	0.78125	1405.998870917283	9299.066838354956	-1.9046852778862785e-05	0.1671052631578947	762.0	0.4421052631578947	126	26.972602739726028	25.0	23.28922772128525	1969	0.16	2398
201	84	0.988095238095238	0.0119047619047619	109	1.2332356010637155e-62,3.1946289636679595e-60,3.1946289636679595e-60,1.1702024294259467e-56,9.120803806732722e-55,1.964247200115581e-47,1.8681956167786267e-42,1.5361422391434407e-38,1.6631605428216211e-38,1.3257724198270834e-35,6.968006135862716e-35,2.871070942321864e-34,3.5238904001680473e-34,3.462664731883162e-33,1.7506444293152842e-32,4.751912719081945e-32,2.5639176902065596e-31,5.897270866708158e-31,5.254854731008775e-30,1.1703526687138933e-29,2.2325367081353458e-29,1.4898726064220071e-28,3.742821002378251e-28,1.0774035326609206e-24,9.513863279357345e-24,7.316539795694069e-23,8.691801613299805e-23,1.96542190499211e-22,2.0579047846205184e-22,2.5647470774270566e-22,7.920558535287768e-22,2.716615254381619e-20,9.485216886075152e-18,9.485216886075152e-18,4.657601573347192e-17,1.828311161336939e-16,2.314899613123661e-16,2.7675910556342975e-16,2.016862856245911e-14,1.9577019681105692e-13,6.29467420241362e-13,1.5222978369610438e-12,2.658012267677891e-12,1.789930749244326e-11,1.8617123684059574e-11,4.012570965261971e-11,1.0328702235423075e-10,2.470587119961102e-10,4.1862610064132577e-10,4.4283358898449355e-10,4.637691716866498e-10,5.808157445494531e-10,2.8400142592083236e-09,1.7867092758208106e-08,2.304945571420437e-08,4.9849184115476866e-08,1.0388309667632064e-07,1.6803619183317312e-07,1.6803619183317312e-07,1.6803619183317312e-07,1.7211131551095148e-07,2.839795961425963e-07,6.468228479797665e-07,9.229690842478986e-07,1.3724035892724547e-06,1.4533074459981103e-06,1.5158784423980209e-06,2.416277118512463e-06,3.44484565047464e-06,5.1901322912819646e-06,5.354466132717979e-06,5.844630055685356e-06,6.1425102190675585e-06,6.602090852992538e-06,9.94617671743698e-06,1.0221299629754241e-05,1.148899890559666e-05,1.1915257735492306e-05,1.3051285013991675e-05,1.4832806872364663e-05,1.6071344945921764e-05,2.0768010581905752e-05,2.1423004094855522e-05,2.2004764375209376e-05,2.4425961007649923e-05,2.5105319706236068e-05,3.030042367051103e-05,3.030042367051103e-05,3.863327350997858e-05,3.963864911019073e-05,5.7735009154182175e-05,5.7735009154182175e-05,6.014945709944619e-05,6.0649157880976814e-05,6.127524634374872e-05,6.734657901913112e-05,8.05720830496574e-05,8.217071011911216e-05,8.22514631771003e-05,8.30619313586482e-05,9.380138995842527e-05,9.506647719101914e-05,9.506647719101914e-05,0.0001250344601592014,0.00013059041924872486,0.00013467594540004165,0.00015803043738902057,0.0002846039142709421,0.00029709188612143115	1.9327268339870548e-58,1.668874170620142e-56,1.668874170620142e-56,4.584853118490859e-53,2.858824745182304e-51,5.130613686701898e-44,4.182623100879234e-39,2.8961168919000494e-35,2.8961168919000494e-35,2.0777505363530052e-32,9.927508378294589e-32,3.749618650672354e-31,4.248185411648742e-31,3.8762058341480654e-30,1.829073299748609e-29,4.654498508340765e-29,2.3636304729951295e-28,5.134557167947236e-28,4.334425439177344e-27,9.170883512042068e-27,1.6661102518998638e-26,1.06133106762935e-25,2.5503256847509546e-25,7.0354450682758115e-22,5.9640506125635324e-21,4.410185064542979e-20,5.0451079586531316e-20,1.1000747176798695e-19,1.112120130502509e-19,1.3398238732478945e-19,4.004225592420319e-19,1.3304623208333978e-17,4.3721270305461695e-15,4.3721270305461695e-15,2.0855409102142053e-14,7.959247922353474e-14,9.805163982938924e-14,1.1414128164184399e-13,8.104685816175877e-12,7.67027631105721e-11,2.4061008317128355e-10,5.680345643060352e-10,9.687527502104164e-10,6.375407886853882e-09,6.483723608368481e-09,1.367065481904035e-08,3.44407279645852e-08,8.066466946672997e-08,1.338920050867522e-07,1.3880176013129964e-07,1.4251353840535637e-07,1.7504892978036595e-07,8.397868579304311e-07,5.185427364937731e-06,6.567837635509289e-06,1.3950650240317027e-05,2.8562384054584157e-05,4.389105330682482e-05,4.389105330682482e-05,4.389105330682482e-05,4.421850060143658e-05,7.178271339914144e-05,0.00016090488370696667,0.00022601205450520416,0.00033089706232427554,0.0003450944589951876,0.0003545798052128624,0.0005568808088430488,0.0007824292903512833,0.0011619964752710135,0.0011819041300275516,0.0012721811421208457,0.0013187043856606405,0.0013982157817310685,0.0020783530868756315,0.0021077395762830065,0.0023383842967339076,0.002394050246546608,0.00258911061695288,0.0029057468662962377,0.003109507629536863,0.003969222705361305,0.0040450761466816355,0.004105460324860493,0.004503572481316349,0.004575006632978275,0.005396229997321009,0.005396229997321009,0.00680292879155488,0.006902410098387879,0.009835033298525468,0.009835033298525468,0.010108480638939262,0.010108480638939262,0.010108480638939262,0.010994329024873154,0.013017465882527345,0.013017465882527345,0.013017465882527345,0.013017465882527345,0.014464872141142253,0.014464872141142253,0.014464872141142253,0.018841731342451967,0.019491552861581104,0.01991171147461748,0.02314628985757692,0.04129919022642782,0.04271581687426669	GO:0070085,GO:0006486,GO:0043413,GO:0009101,GO:0009100,GO:1901137,GO:1901135,GO:0009311,GO:0034645,GO:0006493,GO:0005975,GO:0006664,GO:1903509,GO:0006687,GO:1901566,GO:0097503,GO:0006688,GO:0006643,GO:0009247,GO:0016266,GO:0009059,GO:0006665,GO:0009312,GO:0046467,GO:0030148,GO:0044249,GO:0016051,GO:0001573,GO:0006672,GO:1901576,GO:0009058,GO:0001574,GO:0006464,GO:0036211,GO:0046513,GO:0043412,GO:0044255,GO:0006629,GO:0044267,GO:0008610,GO:0030259,GO:0019538,GO:0019082,GO:0044260,GO:1901564,GO:0006487,GO:0019080,GO:0018146,GO:1990743,GO:0042339,GO:0043603,GO:0006491,GO:0006023,GO:0006004,GO:0036065,GO:0006024,GO:0006022,GO:0019317,GO:0042355,GO:0042354,GO:0006807,GO:0043170,GO:0044238,GO:0030203,GO:0043604,GO:1903510,GO:0019222,GO:0044237,GO:0010706,GO:0031323,GO:0016052,GO:0071840,GO:0071704,GO:0010468,GO:0030258,GO:0019320,GO:0060255,GO:0016032,GO:0080090,GO:0016043,GO:0046365,GO:0051252,GO:0051171,GO:1903238,GO:0009889,GO:0031326,GO:0019318,GO:0044272,GO:0019219,GO:0008152,GO:1903236,GO:0006677,GO:0010556,GO:0051234,GO:0005996,GO:0030155,GO:0006996,GO:0006355,GO:1903506,GO:2001141,GO:0006810,GO:0001576,GO:0001575,GO:0051641,GO:0022407,GO:1904996,GO:0016267,GO:1904994,GO:1901360	0.05	0.1566265060240964	Mucus-secreting cells	10	0.036144578313253	Cancer-related genes	0	0	0	0.1266744085440267	39.38095238095238	0.8954686216267459	0.0099744882874206	0.8978491555827468	337.35714285714283	0.988095238095238	4711.8062257179145	22239.435471978308	-7.097024005102819e-06	0.474469305794607	1654.0	0.8072289156626506	579	29.96385542168675	19.0	65.02446927477877	2487	0.3199999999999999	222
204	89	0.9887640449438202	0.0112359550561797	58	4.291166257199696e-20,2.8287700293526444e-19,2.8287700293526444e-19,2.92429159932887e-19,2.314588489842501e-17,4.934233217217209e-17,7.160534577719917e-17,8.144262780469366e-17,1.0709453544003508e-16,7.830175359651425e-16,1.2333655569213784e-14,3.413775024679445e-14,1.0694295614293655e-13,5.124203867425392e-13,6.321298289134301e-12,1.1195710005410738e-11,2.0265661407712733e-11,2.2569942269760854e-11,3.294892204459024e-11,7.230315798964954e-11,9.514323518828876e-11,9.893339237867963e-11,1.2657342806935888e-10,1.2059940905667954e-09,2.044052410124291e-09,3.1816281656609743e-09,3.718935052286615e-09,5.453602810574538e-09,6.0552225785168615e-09,6.752589548406902e-09,7.4156369686957155e-09,7.69285504202186e-09,1.47487038897664e-08,1.727637963563019e-08,5.8945333248684744e-08,6.109156298468712e-08,4.480675385980283e-07,4.78455942340153e-07,5.276917859900916e-07,6.654251826055501e-07,1.0337419040506055e-06,1.0697942693434856e-06,5.575550534793375e-06,5.950453824438864e-06,6.885529286843454e-06,7.5118014787830535e-06,8.9506413445873e-06,1.0442247146973588e-05,1.8205977666713597e-05,2.765501775663632e-05,3.899870755004438e-05,4.344274176042384e-05,4.574810167235878e-05,5.832482652495344e-05,6.186259278848137e-05,8.86451011117283e-05,9.851340108833463e-05,0.0001212891369458281	6.725115758283363e-16,1.1457374486170511e-15,1.1457374486170511e-15,1.1457374486170511e-15,7.254846162562335e-14,1.288821716337135e-13,1.5954610786939488e-13,1.5954610786939488e-13,1.8648728437958107e-13,1.2271450823645714e-12,1.7572095461883493e-11,4.4583901822313546e-11,1.2892384682093092e-10,5.736180215020768e-10,6.604492452487518e-09,1.0966197950299818e-08,1.868255562245141e-08,1.965089640287178e-08,2.717765822541149e-08,5.665675460068938e-08,7.047655115266669e-08,7.047655115266669e-08,8.62460332479562e-08,7.875141411401174e-07,1.2813755748587155e-06,1.9177875620091845e-06,2.1586351903494756e-06,3.052459401690149e-06,3.2723258017419398e-06,3.527552780087766e-06,3.7489633088193306e-06,3.767575756830206e-06,7.004293556376333e-06,7.963394754399892e-06,2.6394036076382494e-05,2.6595193752667124e-05,0.00018978687742995405,0.00019732530337775994,0.00021205091461632607,0.00026071358654485455,0.00039514153951905097,0.0003991860902178835,0.002032093673983297,0.002119443462195588,0.0023980003329646805,0.0025592381038149568,0.0029845627904760033,0.003409393693486876,0.005822940448831336,0.008668188765640088,0.011984073425966578,0.013092974016718509,0.013527627347343526,0.016927160764797597,0.017627464621474184,0.02480796472541082,0.02708600038344527,0.03277316127956927	GO:0046503,GO:0046464,GO:0046461,GO:0016042,GO:0046486,GO:0044255,GO:0006639,GO:0006638,GO:0006629,GO:0044242,GO:0006631,GO:0098734,GO:0032787,GO:0002084,GO:0042159,GO:0019752,GO:0043436,GO:0019433,GO:0006082,GO:1901575,GO:0006650,GO:0009395,GO:0006644,GO:0052651,GO:0006641,GO:0009056,GO:0098732,GO:0072330,GO:0006633,GO:0044281,GO:0042157,GO:0008610,GO:0019637,GO:0046462,GO:0001676,GO:0035601,GO:0046394,GO:0016053,GO:0046475,GO:0046434,GO:0046470,GO:0010896,GO:0006796,GO:0090208,GO:0006793,GO:0044238,GO:0019369,GO:0071704,GO:0010898,GO:0044283,GO:0044248,GO:0090207,GO:0034638,GO:0120254,GO:0008152,GO:0045017,GO:0055088,GO:0033559	0.05	0.1136363636363636	Hepatocytes,Early spermatids	11	0.0227272727272727	Williams-Beuren syndrome,Deafness	0	0	0	0.0676838385029664	20.44943820224719	0.9515106303618052	0.0118662477119911	0.9545085529527142	401.2808988764045	0.9887640449438202	1963.3581566621683	11439.626786197796	-9.983626520364208e-06	0.2323799795709908	910.0	0.5340909090909091	226	25.102272727272727	18.5	28.032017725519605	2209	0.3199999999999999	665
206	28	0.9642857142857144	0.0357142857142857	0				0.05	0.1481481481481481	Early spermatids,Cone photoreceptor cells,Horizontal cells	4	0.1111111111111111	FDA approved drug targets	0	0	0	0.0599518558608209	12.5	0.9796345862911672	0.0177485599588439	0.9810499104622744	601.2857142857143	0.9642857142857144	494.3061122445724	2347.2266743576224	-1.924727604278568e-06	0.4629629629629629	175.0	0.8518518518518519	113	19.48148148148148	15.0	22.56506893812505	526	0.15	257
208	62	0.9838709677419356	0.0161290322580645	0				0.05	0.1311475409836065	Late spermatids	8	0.081967213114754	Cancer-related genes	0	0	0	0.0405507859054618	11.516129032258064	0.9770970328789094	0.0145167962301413	0.9796548959124436	491.3064516129032	0.8870967741935484	699.7260280834787	4404.606873717905	-6.718976417583064e-06	0.1887890005288207	357.0	0.5081967213114754	151	25.49180327868853	14.0	26.80896799631277	1555	0.2299999999999999	345
211	29	0.9655172413793104	0.0344827586206896	0				0.05	0.1785714285714285	Spermatocytes	5	0.0357142857142857	Congenital dyserythropoietic anemia,Hereditary hemolytic anemia,Corneal dystrophy,Primary mitochondrial disease	0	0	0	0.0562239651706847	10.482758620689657	0.9811951008289002	0.0161456302872562	0.9825286493863103	546.9655172413793	0.8620689655172413	397.86316655076	1996.939928122648	-1.852011911680889e-06	0.3743842364532019	152.0	0.7142857142857143	77	19.142857142857142	15.5	19.949406907946813	536	0.1899999999999999	42
214	92	0.9891304347826086	0.0108695652173913	0				0.05	0.0879120879120879	Late spermatids	21	0.1538461538461538	Neurodegeneration	0	0	0	0.0441316657740966	13.782608695652174	0.9770164944716332	0.017326885442356	0.9815340568284424	585.8913043478261	0.9565217391304348	1111.5294072186634	7669.12432500807	-2.156972432725557e-05	0.1514572384137601	634.0	0.3626373626373626	190	30.428571428571427	22.0	32.4339132723563	2769	0.27	1414
