cluster_id	cluster_size	gene_ratio	HPO_ratio	num_sig_go_enrichment_terms	sig_go_enrichment_p_vals	sig_go_enrichment_fdr_corrected_p_vals	sig_go_enrichment_terms	go_sig_threshold	max_norm_cell_type_specificity	max_norm_cell_type_comma_sep_string	num_of_diseases	max_norm_disease_specificity	max_norm_disease_comma_sep_string	mg2_pairs_count	mg2_not_pairs_count	mg2_portion_families_recovered	avg_embeddedness	avg_internal_degree	conductance	cut_ratio	normalized_cut	expansion	triangle_participation_ratio	surprise	significance	newman_girvan_modularity	internal_edge_density	edges_inside	hub_dominance	max_plof	mean_plof	median_plof	std_plof	sum_plof	snowballing_pvalue	num_new_edges_on_any_node
10	13	0.0769230769230769	0.9230769230769232	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.6286213786213787	2.4615384615384617	0.6235294117647059	0.0001142443276613	0.623533695011449	4.076923076923077	0.0	33.56566215732303	199.53720210584825	1.7779073074398823e-06	0.2051282051282051	16.0	0.4166666666666667	2	2.0	2.0	-1.0	2	1.0	55
100	13	0.0769230769230769	0.9230769230769232	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.3694139194139194	2.1538461538461537	0.7723577235772358	0.0002047775684495	0.7723654010664414	7.3076923076923075	0.2307692307692307	27.59518140020229	172.5191813838026	6.46430096326323e-07	0.1794871794871795	14.0	0.6666666666666666	0	0.0	0.0	-1.0	0	1.0	98
132	5	0.2	0.8	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.1543216847564673	1.6	0.8873239436619719	0.0003530005042864	0.8873290350544879	12.6	0.0	10.97048820417606	53.04906504864518	1.6159930287795465e-07	0.4	4.0	0.75	0	0.0	0.0	-1.0	0	1.0	65
164	4	0.25	0.75	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.4666666666666666	1.5	0.5714285714285714	5.603025633842275e-05	0.5714292179573744	2.0	0.0	8.882732157877523	40.6755027207968	1.6163094675606268e-07	0.5	3.0	0.6666666666666666	0	0.0	0.0	-1.0	0	1.0	8
198	58	0.1724137931034483	0.8275862068965517	15	2.0570678761419654e-13,1.288799829784865e-12,1.4361356894794579e-12,3.591690481636185e-12,5.91197363289506e-12,1.9627439117907167e-11,2.1908310312896653e-11,2.647231127708195e-11,2.647231127708195e-11,8.255618511386294e-11,3.402887017193798e-10,6.437685752300493e-10,9.014033657661237e-07,9.014033657661237e-07,3.4961778130412526e-06	3.224248189064917e-09,7.503330265633674e-09,7.503330265633674e-09,1.4074039152291392e-08,1.8532854944399435e-08,4.610300077299806e-08,4.610300077299806e-08,4.610300077299806e-08,4.610300077299806e-08,1.2939856454746877e-07,4.848804646135963e-07,8.408690540129827e-07,0.001009185453929873,0.001009185453929873,0.0036532727361072393	GO:0006119,GO:0009060,GO:0006120,GO:0045333,GO:0046034,GO:0019646,GO:0015980,GO:0042775,GO:0042773,GO:0022904,GO:0006091,GO:0022900,GO:0010257,GO:0032981,GO:0033108	0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.3694147668667956	7.758620689655173	0.7695852534562212	0.000727078171304	0.7697067097388687	25.91379310344828	0.0862068965517241	385.1416663141058	2704.933206057369	1.7530429653025935e-06	0.1361161524500907	225.0	0.5087719298245614	0	0.0	0.0	0.0	0	1.0	1903
199	90	0.2111111111111111	0.7888888888888889	25	8.187869970091596e-13,5.121093050330749e-12,1.4254379787023909e-11,2.3447171564125225e-11,5.216199012225003e-11,7.033868498911081e-11,7.033868498911081e-11,8.671078662145616e-11,2.191613873320948e-10,7.174348464475706e-10,1.338618118329899e-09,1.7051907079662568e-09,5.098217392073337e-08,9.559990913838082e-07,1.0314601857315778e-06,1.6195630074283089e-06,1.6566654993749222e-06,1.9785862970133574e-06,1.9785862970133574e-06,5.7005909358857965e-06,6.506154370819612e-06,7.076545621813543e-06,9.062519433192177e-06,2.19010241510388e-05,3.086906655735747e-05	1.2833667391121569e-08,4.013400623544208e-08,7.447438292727091e-08,9.18777417740247e-08,1.5749836407418896e-07,1.5749836407418896e-07,1.5749836407418896e-07,1.69888108688088e-07,3.8168173167147266e-07,1.1245073783219221e-06,1.9074091260638942e-06,2.2272632630552592e-06,6.14688149256596e-05,0.0010703092684535578,0.0010778071300771167,0.0015274455904236784,0.0015274455904236784,0.0016322295589151245,0.0016322295589151245,0.004467553116453699,0.004856069695629838,0.005041717094377522,0.006175909982428443,0.014303193855974257,0.01935366996880084	GO:0006119,GO:0009060,GO:0045333,GO:0046034,GO:0019646,GO:0042775,GO:0042773,GO:0015980,GO:0022904,GO:1902600,GO:0006091,GO:0022900,GO:0006123,GO:0098662,GO:0055085,GO:0098660,GO:0098655,GO:0015990,GO:0015988,GO:0006812,GO:0034220,GO:0021549,GO:0022037,GO:0030902,GO:0006811	0.05	0.0526315789473684	Cytotrophoblasts,Distal tubular cells,Hofbauer cells,Syncytiotrophoblasts	3	0.0526315789473684	Deafness,Non-syndromic deafness,Tumor suppressor	0	0	0	0.3838911540687059	10.644444444444444	0.723361247473289	0.000781637600981	0.723563666530514	27.83333333333333	0.0444444444444444	762.6909125245467	5692.214246025828	2.9118711069045342e-06	0.1196004993757802	479.0	0.4943820224719101	0	0.0	0.0	0.0	0	1.0	3493
211	5	0.2	0.8	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.2971428571428571	1.6	0.7142857142857143	0.0001120636521544	0.7142873306064156	4.0	0.0	10.97048820417606	53.04906504864518	2.4244321982444017e-07	0.4	4.0	0.5	0	0.0	0.0	-1.0	0	1.0	19
217	7	0.1428571428571428	0.8571428571428571	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.5494227994227995	1.7142857142857142	0.7735849056603774	0.0001641023998975	0.7735882191132628	5.857142857142857	0.0	14.495157457569258	77.10511315740357	5.656944478148007e-07	0.2857142857142857	6.0	0.8333333333333334	0	0.0	0.0	-1.0	0	1.0	43
235	10	0.1	0.9	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.3872474747474747	1.8	0.8	0.0002017428339264	0.8000058187347744	7.2	0.0	18.66374337553912	111.98505708139405	4.848437775618213e-07	0.2	9.0	0.4444444444444444	0	0.0	0.0	-1.0	0	1.0	87
237	6	0.1666666666666666	0.8333333333333334	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.1025618580765639	1.6666666666666667	0.900990099009901	0.0004249199189383	0.9009974532280826	15.166666666666666	0.0	12.825776880359292	65.17626543216137	-6.662522199790795e-11	0.3333333333333333	5.0	1.0	0	0.0	0.0	-1.0	0	1.0	99
