cluster_id	cluster_size	gene_ratio	HPO_ratio	num_sig_go_enrichment_terms	sig_go_enrichment_p_vals	sig_go_enrichment_fdr_corrected_p_vals	sig_go_enrichment_terms	go_sig_threshold	max_norm_cell_type_specificity	max_norm_cell_type_comma_sep_string	num_of_diseases	max_norm_disease_specificity	max_norm_disease_comma_sep_string	mg2_pairs_count	mg2_not_pairs_count	mg2_portion_families_recovered	avg_embeddedness	avg_internal_degree	conductance	cut_ratio	normalized_cut	expansion	triangle_participation_ratio	surprise	significance	newman_girvan_modularity	internal_edge_density	edges_inside	hub_dominance	max_plof	mean_plof	median_plof	std_plof	sum_plof	snowballing_pvalue	num_new_edges_on_any_node
42	23	0.1304347826086956	0.8695652173913043	10	9.752171521756353e-09,1.1886790601544322e-08,1.2662016076260675e-08,8.106989120301531e-07,2.596100908202168e-06,6.235658053671093e-06,7.665547008245774e-06,1.629212000578637e-05,1.6669529730428084e-05,1.8036301036813392e-05	6.614637198238577e-05,6.614637198238577e-05,6.614637198238577e-05,0.00317631833733414,0.008137218686668876,0.016287538836188893,0.017162064673318253,0.02826649098489395,0.02826649098489395,0.02826649098489395	GO:0006418,GO:0043039,GO:0043038,GO:0006399,GO:0006520,GO:0006412,GO:0043043,GO:0043604,GO:0034660,GO:0006518	0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.2968518094432577	2.260869565217391	0.9512652296157452	0.001236978214559	0.9513472515874516	44.130434782608695	0.0	37.79956044366716	304.79136525430664	8.815414981712001e-07	0.1027667984189723	26.0	0.2272727272727272	0	0.0	0.0	0.0	0	0.06	1139
43	75	0.2133333333333333	0.7866666666666666	0				0.05	0.125	Horizontal cells	4	0.25	Hereditary spastic paraplegia,Neurodegeneration	0	0	0	0.4422435654211258	2.2133333333333334	0.9682661059070924	0.0018957257279736	0.9686752775232008	67.53333333333333	0.12	37.32550152711558	867.3787459800477	4.670250013805442e-06	0.0299099099099099	83.0	0.1351351351351351	34	16.375	12.5	10.544350778181336	262	1.0	953
44	62	0.064516129032258	0.935483870967742	0				0.05	0.25	Cytotrophoblasts,Fibroblasts,Leydig cells,Peritubular cells	4	0.25	Ciliopathy,Dwarfism,Ectodermal dysplasia	0	0	0	0.5317876551526808	2.064516129032258	0.9304347826086956	0.0007748380398407	0.9305731220856917	27.61290322580645	0.0483870967741935	34.27532286144643	676.8603300752484	4.9884868529427705e-06	0.0338445267054468	64.0	0.1639344262295081	103	41.75	32.0	46.21237208078951	167	1.0	605
45	88	0.1363636363636363	0.8636363636363636	14	1.060437394157121e-06,1.060437394157121e-06,1.4937197518459483e-06,1.7653994318509924e-06,1.7653994318509924e-06,3.3509241306060483e-06,3.905811402340337e-06,4.412266669010211e-06,9.217946073205657e-06,1.066159167638709e-05,1.5385389104357353e-05,1.9466606183729992e-05,2.043531457675232e-05,3.6928986543595944e-05	0.005533467979193751,0.005533467979193751,0.005533467979193751,0.005533467979193751,0.005533467979193751,0.008643630404591004,0.008643630404591004,0.008643630404591004,0.016051516762142115,0.016708846475233848,0.021919983458498948,0.02463555769591249,0.02463555769591249,0.04133936265080255	GO:0015990,GO:0015988,GO:0019646,GO:0042775,GO:0042773,GO:0022904,GO:0006119,GO:1902600,GO:0009060,GO:0022900,GO:0045333,GO:0006123,GO:0046034,GO:0015980	0.05	0.1666666666666666	Hofbauer cells	4	0.0833333333333333	Deafness,Non-syndromic deafness,Tumor suppressor	0	0	0	0.4979473295100527	4.477272727272728	0.8672506738544474	0.000821375417708	0.8674586578879964	29.25	0.1590909090909091	168.71612726777576	2167.8060172147552	5.599594053964205e-06	0.0514629049111807	197.0	0.2068965517241379	10	0.8333333333333334	0.0	2.8867513459481287	10	1.0	2819
46	61	0.0163934426229508	0.9836065573770492	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.5370111329424618	1.9672131147540983	0.7515527950310559	0.0001669796192864	0.7515821307041314	5.950819672131147	0.0	30.78344833208975	632.6192039750846	6.544581521210731e-06	0.0327868852459016	60.0	0.2	0	0.0	0.0	-1.0	0	1.0	371
47	56	0.0178571428571428	0.9821428571428572	0				0.05	1.0	Cytotrophoblasts,Exocrine glandular cells,Proximal tubular cells,Syncytiotrophoblasts	1	0.0	No Associated Disease	0	0	0	0.6296237097469025	2.75	0.7623456790123457	0.00024749399802	0.7623856010754274	8.821428571428571	0.0	64.14889567838007	845.03620893205	9.048662209714753e-06	0.05	77.0	0.2727272727272727	0	0.0	0.0	-1.0	0	1.0	520
48	45	0.0222222222222222	0.9777777777777776	0				0.05	1.0	Cholangiocytes,Ciliated cells,Glandular cells,Horizontal cells,Muller glia cells	0	0.0	No Associated Disease	0	0	0	0.6010724077390744	2.0444444444444443	0.5947136563876652	8.414203174959332e-05	0.5947245665250658	3.0	0.0	35.62907266639094	501.36958400447446	4.363733577276008e-06	0.0464646464646464	46.0	0.1818181818181818	0	0.0	0.0	-1.0	0	1.0	116
49	44	0.2727272727272727	0.7272727272727273	0				0.05	0.25	Cardiomyocytes	2	0.25	Nemaline myopathy	0	0	0	0.3145261071115948	2.727272727272727	0.9655963302752294	0.0021468364758225	0.96586844751704	76.54545454545455	0.3636363636363636	61.78993197826146	673.1584047460053	2.021758892105565e-06	0.0634249471458773	60.0	0.2093023255813953	100	31.25	27.0	25.55608804890992	375	0.16	851
50	38	0.0789473684210526	0.9210526315789472	1	2.687049701138369e-06	0.04211144291624051	GO:0050910	0.05	0.3333333333333333	Cone photoreceptor cells,Rod photoreceptor cells	3	0.3333333333333333	Deafness,Retinitis pigmentosa,Usher syndrome	0	0	0	0.5136071234161811	2.3157894736842106	0.8686567164179104	0.0004294828937406	0.8687037495182225	15.31578947368421	0.0	44.81870417238495	493.0464487886565	3.795425456160637e-06	0.0625889046941678	44.0	0.2432432432432432	0	0.0	0.0	0.0	0	1.0	577
51	82	0.1341463414634146	0.8658536585365854	0				0.05	0.1818181818181818	Exocrine glandular cells,Cytotrophoblasts,Syncytiotrophoblasts	8	0.3636363636363636	Neurodegeneration	0	0	0	0.4454883877197571	2.926829268292683	0.9397741530740276	0.0012822734005479	0.9400767237125568	45.670731707317074	0.1097560975609756	69.939335161193	1277.1075075295648	5.391778086625813e-06	0.03613369467028	120.0	0.1604938271604938	50	8.454545454545455	0.0	15.648409736223272	93	0.3199999999999999	1590
