clusterID,estimated_snowballing_pvalue,max_norm_cell_type_specificity,max_norm_disease_specificity,max_plof,mean_plof,median_plof,num_cell_type_string,num_disease_string,num_of_diseases,num_sig_go_enrichment_terms,std_plof,sum_plof,avg_embeddedness,avg_internal_degree,cluster_size,conductance,cut_ratio,edges_inside,expansion,gene_ratio,hub_dominance,internal_edge_density,newman_girvan_modularity,normalized_cut,significance,surprise,triangle_participation_ratio
paris.cesna.2021:4086,0.05167414993047714,0.1428571428571428,0.8571428571428571,57,19.571428571428573,17,8,1,10,3,17.481963494386083,137,0.0294113702741999,5.111111111111111,9,0.9962954014657324,0.0385137449020889,23,1374.5555555555557,0.7777777777777778,1,0.6388888888888888,-9.261834535320802e-7,0.997294182760402,320.1843147615045,73.64170300494749,1
paris.cesna.2021:4104,0.21638070046901703,0.45,0.35,141,45.9,32.5,1,2,14,36,40.40700825091452,918,0.0237244834810722,12.38095238095238,21,0.9839069076504086,0.0212162223485728,130,756.952380952381,0.9523809523809524,0.9,0.6190476190476191,-1.704761428397268e-6,0.9851899392985763,1803.2723965660205,412.1988386625907,1
paris.cesna.2021:4105,0.1037599965929985,0.2307692307692307,0.3076923076923077,190,52.53846153846154,26,1,2,14,0,66.91862643616173,683,0.0289047431755216,8,14,0.989206899874723,0.0205468484157008,56,733.2142857142857,0.9285714285714286,1,0.6153846153846154,-6.224821661240378e-7,0.9900357971474208,776.2771899626296,177.2351351917732,1
paris.cesna.2021:4110,0.4276130199432373,0,1,13,13,13,0,1,2,0,-1,13,0.7327095381703178,1.894736842105263,19,0.9117647058823528,5.487373141373e-4,18,19.57894736842105,0.0526315789473684,0.4444444444444444,0.1052631578947368,2.4233961861657625e-6,0.9117947686602216,211.4655839188729,26.560605506767537,0
paris.cesna.2021:4128,0.34999921917915344,0.3333333333333333,0.1666666666666666,28,14.833333333333334,16,1,3,4,0,9.826834010334492,89,0.0309842066283808,2.857142857142857,7,0.9974196877822216,0.0309433086245817,10,1104.428571428571,0.8571428571428571,1,0.4761904761904761,-3.923840950706339e-7,0.9980440880458088,134.91568074231677,29.130920591269795,0.8571428571428571
paris.cesna.2021:4129,0.21790660917758942,0.2,0.6,70,22.4,4,3,1,8,7,31.0290186760716,112,0.0132341371571132,2.333333333333333,6,0.997603150145523,0.027208883161030602,7,971.1666666666666,0.8333333333333334,1,0.4666666666666667,-2.2282829336241617e-7,0.99807384451382275,94.2497175599224,20.253136716398764,0.6666666666666666
paris.cesna.2021:4130,0.2004152089357376,0.0769230769230769,0.3076923076923077,33,10.923076923076923,9,16,2,8,30,9.232745514937024,142,0.0056958710566335,5.857142857142857,14,0.9957801564429808,0.0387317600432354,41,1382.142857142857,0.9285714285714286,1,0.4505494505494505,-2.4662149447105745e-6,0.9973415169423192,550.10599881277,117.21509591179549,1
paris.cesna.2021:4131,0.011063731275498867,0.1304347826086956,0.3478260869565217,105,17.782608695652176,9,3,1,16,0,25.68507971874144,409,0.0172478973239838,8.89655172413793,29,0.9877078469674592,0.0200409887570932,129,714.8620689655172,0.7931034482758621,0.8214285714285714,0.3177339901477832,-2.877262043933559e-6,0.9893804783657624,1674.067904000128,324.90796882481635,0.9655172413793104
paris.cesna.2021:4155,0.29801681637763977,0.4285714285714285,0.2857142857142857,69,25,15,1,1,8,1,23.8397427279183,175,0.020810337488062,4.25,8,0.9958430125932266,0.0285260990165587,17,1018.125,0.875,1,0.6071428571428571,-4.369143792183269e-7,0.9965008286391084,235.3012661821313,53.5778954209813,0.875
paris.cesna.2021:4178,0.2133522629737854,0.5,0.1666666666666666,69,36.833333333333336,33.5,1,5,6,0,20.7018517690246,221,0.0083135204395925,4.857142857142857,7,0.996621957277695,0.0401490530090776,17,1433,0.8571428571428571,1,0.8095238095238095,-6.616426311097948e-7,0.9974319692877724,243.8363484556908,58.40052351695498,1
paris.cesna.2021:4204,0.008268242701888084,0.2,0.2,44,13,4,4,2,2,0,18.110770276274835,65,0.0913503406732419,9.375,48,0.9654298225397556,0.0073437631482987,225,261.8125,0.1041666666666666,1,0.1994680851063829,-1.1066689658326318e-6,0.9664444450694138,2798.9579953552093,466.0270664009144,1
paris.cesna.2021:4205,0.009688307531177998,0.25,0,10,6.75,8.5,6,0,0,0,4.573474244670748,27,0.067333689170301,7.35,40,0.9702157836085504,0.0067142937266889,147,239.425,0.1,0.97435897435897445,0.1884615384615384,-3.131180418146501e-7,0.9709891793131477,1819.3771716307429,296.5443060150132,0.975
paris.cesna.2021:4208,0.21100349724292755,0.0952380952380952,0.6904761904761905,70,13.738095238095235,10,1,1,22,930,13.97569235391207,577,0.0217935100500679,36.88372093023256,43,0.9837709514356466,0.0627051254624291,793,2235.813953488372,0.9767441860465116,1,0.8781838316722038,-6.23758056171845e-5,0.991481691066731,11516.635616033733,2788.0755967449686,1
paris.cesna.2021:4237,0.315384179353714,1,1,7,7,7,4,5,6,0,-1,7,0.2944320850327525,1.6,5,0.9930555555555556,0.006410040903233,4,228.8,0.2,1,0.4,2.3378070002831577e-7,0.9931480007022097,53.04906504864518,10.97048820417606,0
paris.cesna.2021:4256,0.39683523774147034,1,1,42,42,42,1,5,6,0,-1,42,0.4280804153338171,2,16,0.987127916331456,0.0042982652803856,16,153.375,0.0625,1,0.1333333333333333,9.294289920519616e-7,0.98732620026241,191.99581666880937,27.0809384257599,0.1875
