clusterID	estimated_snowballing_pvalue	rank
paris.cesna.2020:2369	0.009763764217495918	105
paris.cesna.2020:2370	0.02143198624253273	776
paris.cesna.2020:2398	0.04522009938955307	1649
paris.cesna.2020:2425	0.036492299288511276	1417
paris.cesna.2020:2427	0.008130009286105633	30
paris.cesna.2020:2428	0.042694639414548874	1587
paris.cesna.2020:2493	0.04970274865627289	1746
paris.cesna.2020:2509	0.07754959911108017	2172
paris.cesna.2020:2515	0.058779969811439514	1932
paris.cesna.2020:2533	0.15009093284606934	2586
paris.cesna.2020:2561	0.13611173629760742	2542
paris.cesna.2020:2594	0.04683174937963486	1688
paris.cesna.2020:2642	0.019328966736793518	664
paris.cesna.2020:2643	0.04187488555908203	1567
paris.cesna.2020:2646	0.13347308337688446	2527
paris.cesna.2020:2647	0.06458696722984314	2008
paris.cesna.2020:2676	0.05380568653345108	1847
paris.cesna.2020:2677	0.02303299866616726	853
paris.cesna.2020:2678	0.08209680020809174	2223
paris.cesna.2020:2679	0.20089930295944214	2737
paris.cesna.2020:2744	0.016691910102963448	513
paris.cesna.2020:2745	0.030923495069146156	1209
paris.cesna.2020:2764	0.06850088387727737	2058
paris.cesna.2020:2792	0.08590683341026306	2259
paris.cesna.2020:2793	0.11033995449542999	2420
paris.cesna.2020:2798	0.018293563276529312	599
paris.cesna.2020:2799	0.05171189084649086	1795
paris.cesna.2020:2822	0.14712366461753845	2574
paris.cesna.2020:2889	0.019366219639778137	668
paris.cesna.2020:2924	0.1470380574464798	2573
paris.cesna.2020:2925	0.019738176837563515	686
paris.cesna.2020:2958	0.07035398483276367	2083
paris.cesna.2020:2960	0.05374132841825485	1845
paris.cesna.2020:2988	0.18866781890392303	2702
paris.cesna.2020:2994	0.01922358013689518	656
paris.cesna.2020:3076	0.04271163046360016	1588
paris.cesna.2020:3077	0.024702543392777443	938
paris.cesna.2020:3084	0.018344581127166748	602
paris.cesna.2020:3147	0.06669250875711441	2041
paris.cesna.2020:3159	0.07271095365285873	2112
paris.cesna.2020:3184	0.05491325631737709	1870
paris.cesna.2020:3185	0.10107096284627914	2365
paris.cesna.2020:3209	0.027582935988903046	1070
paris.cesna.2020:3211	0.039057519286870956	1503
paris.cesna.2020:3212	0.010553695261478424	147
paris.cesna.2020:3295	0.03669925034046173	1423
paris.cesna.2020:3296	0.030029332265257835	1166
paris.cesna.2020:3305	0.033674322068691254	1319
paris.cesna.2020:3306	0.026249054819345474	1014
paris.cesna.2020:3307	0.07102543860673904	2092
paris.cesna.2020:3320	0.031840454787015915	1252
paris.cesna.2020:3321	0.012215731665492058	246
paris.cesna.2020:3322	0.018780915066599846	629
paris.cesna.2020:3337	0.02356519177556038	879
paris.cesna.2020:3338	0.01686999760568142	526
paris.cesna.2020:3359	0.016509313136339188	503
paris.cesna.2020:3360	0.023710910230875015	886
paris.cesna.2020:3372	0.11077344417572021	2424
paris.cesna.2020:3373	0.02707495354115963	1052
paris.cesna.2020:3398	0.029260126873850822	1139
paris.cesna.2020:3402	0.06268034130334854	1978
paris.cesna.2020:3411	0.2625543177127838	2865
paris.cesna.2020:3420	0.021040931344032288	749
paris.cesna.2020:3422	0.014291261322796345	363
paris.cesna.2020:3442	0.05343221500515938	1840
paris.cesna.2020:3460	0.010024533607065678	121
paris.cesna.2020:3461	0.01416083239018917	349
paris.cesna.2020:3472	0.06479988247156143	2012
paris.cesna.2020:3473	0.027350421994924545	1064
paris.cesna.2020:3482	0.1560109704732895	2611
paris.cesna.2020:3492	0.03789705038070679	1468
paris.cesna.2020:3496	0.04763474687933922	1705
paris.cesna.2020:3502	0.015370103530585766	439
paris.cesna.2020:3503	0.039950571954250336	1528
paris.cesna.2020:3520	0.011613775976002216	208
paris.cesna.2020:3521	0.0805136114358902	2196
paris.cesna.2020:3543	0.019701294600963593	684
paris.cesna.2020:3548	0.2524770200252533	2848
paris.cesna.2020:3584	0.018383696675300598	606
paris.cesna.2020:3594	0.026990624144673347	1044
paris.cesna.2020:3608	0.05085000768303871	1775
paris.cesna.2020:3621	0.032470013946294785	1279
paris.cesna.2020:3644	0.06514589488506317	2018
paris.cesna.2020:3645	0.01901358552277088	644
paris.cesna.2020:3650	0.056403711438179016	1894
paris.cesna.2020:3659	0.01901073008775711	643
paris.cesna.2020:3680	0.08505421131849289	2252
paris.cesna.2020:3695	0.01991921104490757	698
paris.cesna.2020:3706	0.04523476958274841	1650
paris.cesna.2020:3707	0.014392849989235401	371
paris.cesna.2020:3714	0.024621831253170967	934
paris.cesna.2020:3718	0.016118044033646584	479
paris.cesna.2020:3771	0.03327522799372673	1310
paris.cesna.2020:3772	0.03995277360081673	1529
paris.cesna.2020:3781	0.05608760938048363	1889
paris.cesna.2020:3782	0.017300443723797798	548
paris.cesna.2020:3783	0.040001280605793	1530
paris.cesna.2020:3784	0.01932741329073906	663
paris.cesna.2020:3792	0.022277070209383965	816
paris.cesna.2020:3793	0.09108950197696686	2296
paris.cesna.2020:3819	0.05493913218379021	1871
paris.cesna.2020:3820	0.020873351022601128	742
paris.cesna.2020:3825	0.031320106238126755	1235
paris.cesna.2020:3826	0.007595083210617304	9
paris.cesna.2020:3843	0.03715496510267258	1434
paris.cesna.2020:3844	0.013908367604017258	338
paris.cesna.2020:3863	0.010618002153933048	153
paris.cesna.2020:3864	0.011401202529668808	192
paris.cesna.2020:3912	0.06489494442939758	2014
paris.cesna.2020:3913	0.04407079145312309	1617
paris.cesna.2020:3926	0.025859568268060684	993
paris.cesna.2020:3927	0.040340960025787354	1534
paris.cesna.2020:3935	0.16066257655620575	2627
paris.cesna.2020:3955	0.020485522225499153	722
paris.cesna.2020:3956	0.008301552385091782	35
paris.cesna.2020:3959	0.05121849104762077	1782
paris.cesna.2020:3960	0.19739142060279846	2729
paris.cesna.2020:3975	0.02464403212070465	935
paris.cesna.2020:3977	0.011773337610065937	218
paris.cesna.2020:3981	0.046170394867658615	1670
paris.cesna.2020:4014	0.027517493814229965	1067
paris.cesna.2020:4045	0.016842663288116455	523
paris.cesna.2020:4046	0.024102680385112762	908
paris.cesna.2020:4047	0.015052644535899162	414
paris.cesna.2020:4065	0.011118310503661633	183
paris.cesna.2020:4066	0.014360081404447556	367
paris.cesna.2020:4081	0.008671688847243786	52
paris.cesna.2020:4119	0.029658498242497444	1151
paris.cesna.2020:4120	0.12089131772518158	2477
paris.cesna.2020:4136	0.1937475949525833	2715
paris.cesna.2020:4144	0.05490632727742195	1868
paris.cesna.2020:4158	0.05126498267054558	1783
paris.cesna.2020:4159	0.015963001176714897	469
paris.cesna.2020:4162	0.009077069349586964	74
paris.cesna.2020:4163	0.013490556739270687	313
paris.cesna.2020:4166	0.016670087352395058	511
paris.cesna.2020:4167	0.016404101625084877	494
paris.cesna.2020:4175	0.032174933701753616	1270
paris.cesna.2020:4176	0.03788304328918457	1466
paris.cesna.2020:4215	0.00810916069895029	28
paris.cesna.2020:4216	0.01010884065181017	127
paris.cesna.2020:4254	0.02188921719789505	801
paris.cesna.2020:4259	0.023450620472431183	875
paris.cesna.2020:4260	0.01715456135571003	540
paris.cesna.2020:4261	0.1235257238149643	2488
paris.cesna.2020:4263	0.013587741181254387	318
paris.cesna.2020:4264	0.11802687495946884	2462
paris.cesna.2020:4270	0.05780692398548126	1917
paris.cesna.2020:4277	0.12049121409654617	2471
paris.cesna.2020:4279	0.01714075542986393	539
paris.cesna.2020:4280	0.014174510724842548	351
paris.cesna.2020:4319	0.07479066401720047	2137
paris.cesna.2020:4348	0.034349411725997925	1352
paris.cesna.2020:4349	0.022603269666433334	842
paris.cesna.2020:4350	0.30350828170776367	2958
paris.cesna.2020:4354	0.06680770218372345	2042
paris.cesna.2020:4355	0.010834800079464912	169
paris.cesna.2020:4378	0.010396798141300678	137
paris.cesna.2020:4379	0.013942304998636246	339
paris.cesna.2020:4394	0.024603495374321938	933
paris.cesna.2020:4395	0.06193574517965317	1974
paris.cesna.2020:4398	0.00921928696334362	81
paris.cesna.2020:4399	0.011493897065520287	199
paris.cesna.2020:4400	0.05355383828282356	1842
paris.cesna.2020:4478	0.08286231011152267	2230
paris.cesna.2020:4479	0.0221667792648077	811
paris.cesna.2020:4508	0.093618243932724	2309
paris.cesna.2020:4517	0.0719013512134552	2102
paris.cesna.2020:4522	0.04519606754183769	1648
paris.cesna.2020:4544	0.05382883921265602	1848
paris.cesna.2020:4546	0.008815840817987919	62
paris.cesna.2020:4547	0.011113745160400867	181
paris.cesna.2020:4555	0.044341254979372025	1626
paris.cesna.2020:4566	0.01826315000653267	595
paris.cesna.2020:4567	0.07063441723585129	2086
paris.cesna.2020:4592	0.014064453542232513	347
paris.cesna.2020:4593	0.008529772982001305	45
paris.cesna.2020:4601	0.10729528218507767	2402
paris.cesna.2020:4613	0.05023523420095444	1758
paris.cesna.2020:4642	0.4824574887752533	3073
paris.cesna.2020:4643	0.020797617733478546	738
paris.cesna.2020:4645	0.08290199935436249	2231
paris.cesna.2020:4677	0.04797782003879547	1712
paris.cesna.2020:4707	0.021294167265295982	766
paris.cesna.2020:4708	0.030670691281557083	1194
paris.cesna.2020:4739	0.07163185626268387	2100
paris.cesna.2020:4740	0.046501703560352325	1678
paris.cesna.2020:4765	0.03092767298221588	1211
paris.cesna.2020:4791	0.03149065375328064	1241
paris.cesna.2020:4792	0.04245924949645996	1580
paris.cesna.2020:4794	0.022591207176446915	840
paris.cesna.2020:4809	0.011595984920859337	207
paris.cesna.2020:4810	0.018554577603936195	614
paris.cesna.2020:4811	0.026019077748060226	1002
paris.cesna.2020:4863	0.03210306167602539	1267
paris.cesna.2020:4890	0.025506848469376564	972
paris.cesna.2020:4898	0.02633286640048027	1022
paris.cesna.2020:4952	0.04351092875003815	1605
paris.cesna.2020:4961	0.06595508009195328	2029
paris.cesna.2020:4962	0.04829644784331322	1719
paris.cesna.2020:4969	0.028581596910953522	1111
paris.cesna.2020:4970	0.026994312182068825	1046
paris.cesna.2020:4976	0.019006533548235893	642
paris.cesna.2020:4977	0.027982207015156746	1089
paris.cesna.2020:4979	0.023140117526054382	860
paris.cesna.2020:5039	0.075620137155056	2150
paris.cesna.2020:5043	0.05758095905184746	1914
paris.cesna.2020:5050	0.17389194667339325	2661
paris.cesna.2020:5057	0.015682613477110863	450
paris.cesna.2020:5058	0.00910298153758049	76
paris.cesna.2020:5067	0.014333736151456833	366
paris.cesna.2020:5068	0.009187242016196251	78
paris.cesna.2020:5099	0.026611728593707085	1034
paris.cesna.2020:5124	0.01934918761253357	666
paris.cesna.2020:5154	0.02598157711327076	999
paris.cesna.2020:5155	0.02190801501274109	802
paris.cesna.2020:5165	0.07332121580839157	2121
paris.cesna.2020:5166	0.026487652212381363	1028
paris.cesna.2020:5186	0.055119723081588745	1873
paris.cesna.2020:5187	0.011714348569512367	214
paris.cesna.2020:5204	0.04683852940797806	1689
paris.cesna.2020:5218	0.02121022902429104	761
paris.cesna.2020:5224	0.11532571166753769	2448
paris.cesna.2020:5225	0.052275534719228745	1807
paris.cesna.2020:5281	0.033942755311727524	1334
paris.cesna.2020:5282	0.0337555855512619	1325
paris.cesna.2020:5285	0.011117498390376568	182
paris.cesna.2020:5286	0.007023707963526249	1
paris.cesna.2020:5287	0.016588065773248672	508
paris.cesna.2020:5306	0.03091917186975479	1207
paris.cesna.2020:5315	0.03741367906332016	1446
paris.cesna.2020:5336	0.03335211053490639	1312
paris.cesna.2020:5369	0.010254804976284504	131
paris.cesna.2020:5370	0.010966520756483078	174
paris.cesna.2020:5393	0.045657020062208176	1662
paris.cesna.2020:5423	0.28094929456710815	2912
paris.cesna.2020:5436	0.023447934538125992	874
paris.cesna.2020:5453	0.06411132216453552	2000
paris.cesna.2020:5459	0.027859602123498917	1082
paris.cesna.2020:5460	0.19520357251167297	2721
paris.cesna.2020:5463	0.023463021963834763	876
paris.cesna.2020:5464	0.01701381243765354	533
paris.cesna.2020:5483	0.022316766902804375	819
paris.cesna.2020:5519	0.06393229216337204	1997
paris.cesna.2020:5527	0.12981204688549042	2511
paris.cesna.2020:5528	0.07256270200014114	2111
paris.cesna.2020:5535	0.11148002743721008	2433
paris.cesna.2020:5537	0.08283542841672897	2229
paris.cesna.2020:5538	0.06546716392040253	2021
paris.cesna.2020:5552	0.05040628835558891	1763
paris.cesna.2020:5553	0.03059450536966324	1189
paris.cesna.2020:5563	0.028767362236976624	1116
paris.cesna.2020:5568	0.15349842607975006	2597
paris.cesna.2020:5569	0.06178908050060272	1973
paris.cesna.2020:5582	0.055848658084869385	1886
paris.cesna.2020:5588	0.044510241597890854	1631
paris.cesna.2020:5593	0.40880507230758667	3070
paris.cesna.2020:5637	0.017438620328903198	555
paris.cesna.2020:5638	0.015333919785916805	433
paris.cesna.2020:5662	0.0162552110850811	487
paris.cesna.2020:5675	0.04394026845693588	1613
paris.cesna.2020:5709	0.07672226428985596	2162
paris.cesna.2020:5710	0.030004728585481644	1165
paris.cesna.2020:5725	0.022514156997203827	836
paris.cesna.2020:5731	0.15833449363708496	2618
paris.cesna.2020:5735	0.053488727658987045	1841
paris.cesna.2020:5736	0.04064808040857315	1543
paris.cesna.2020:5737	0.02311880514025688	859
paris.cesna.2020:5738	0.019565565511584282	678
paris.cesna.2020:5769	0.015158344991505146	422
paris.cesna.2020:5770	0.013335954397916794	303
paris.cesna.2020:5778	0.02653658390045166	1029
paris.cesna.2020:5779	0.03496586158871651	1369
paris.cesna.2020:5780	0.01922888122498989	657
paris.cesna.2020:5792	0.014185390435159206	352
paris.cesna.2020:5795	0.030184317380189896	1172
paris.cesna.2020:5796	0.02593657560646534	997
paris.cesna.2020:5805	0.02217034064233303	812
paris.cesna.2020:5814	0.03888644650578499	1500
paris.cesna.2020:5839	0.015251499600708485	429
paris.cesna.2020:5840	0.01662534475326538	510
paris.cesna.2020:5859	0.027040017768740654	1048
paris.cesna.2020:5860	0.02766251564025879	1075
paris.cesna.2020:5877	0.010237840004265308	130
paris.cesna.2020:5878	0.01028613094240427	132
paris.cesna.2020:5879	0.05210423097014427	1804
paris.cesna.2020:5885	0.023051857948303223	856
paris.cesna.2020:5886	0.016273727640509605	489
paris.cesna.2020:5904	0.11383511871099472	2442
paris.cesna.2020:5905	0.017583874985575676	558
paris.cesna.2020:5943	0.013772430829703808	330
paris.cesna.2020:5944	0.06592077761888504	2028
paris.cesna.2020:5945	0.04067911580204964	1545
paris.cesna.2020:5946	0.04792081192135811	1711
paris.cesna.2020:5953	0.0860479548573494	2260
paris.cesna.2020:5957	0.036040183156728745	1406
paris.cesna.2020:5958	0.025292107835412025	959
paris.cesna.2020:6007	0.010976077057421207	175
paris.cesna.2020:6057	0.05935908108949661	1943
paris.cesna.2020:6065	0.020722409710288048	732
paris.cesna.2020:6066	0.03555827960371971	1394
paris.cesna.2020:6095	0.05214018374681473	1805
paris.cesna.2020:6096	0.0747578889131546	2136
paris.cesna.2020:6101	0.1702345311641693	2652
paris.cesna.2020:6117	0.029707344248890877	1152
paris.cesna.2020:6135	0.08405166119337082	2241
paris.cesna.2020:6140	0.024459894746541977	925
paris.cesna.2020:6147	0.01585429348051548	459
paris.cesna.2020:6148	0.01207510381937027	237
paris.cesna.2020:6190	0.018912523984909058	635
paris.cesna.2020:6204	0.040978241711854935	1553
paris.cesna.2020:6212	0.1855698525905609	2693
paris.cesna.2020:6264	0.09690654277801514	2332
paris.cesna.2020:6266	0.15491172671318054	2602
paris.cesna.2020:6267	0.2195267677307129	2789
paris.cesna.2020:6296	0.015413511544466019	442
paris.cesna.2020:6297	0.026092803105711937	1008
paris.cesna.2020:6302	0.009602008387446404	97
paris.cesna.2020:6303	0.012254664674401283	250
paris.cesna.2020:6336	0.07615194469690323	2154
paris.cesna.2020:6350	0.11077564209699631	2425
paris.cesna.2020:6359	0.03671189397573471	1424
paris.cesna.2020:6360	0.010706079192459583	163
paris.cesna.2020:6361	0.010654074139893055	158
paris.cesna.2020:6387	0.04533635824918747	1653
paris.cesna.2020:6406	0.12060219049453735	2473
paris.cesna.2020:6407	0.03436322882771492	1354
paris.cesna.2020:6418	0.1376512050628662	2551
paris.cesna.2020:6419	0.035702504217624664	1399
paris.cesna.2020:6435	0.03762907534837723	1453
paris.cesna.2020:6438	0.03799731284379959	1469
paris.cesna.2020:6439	0.03377429395914078	1328
paris.cesna.2020:6481	0.02916676551103592	1136
paris.cesna.2020:6544	0.03720672428607941	1436
paris.cesna.2020:6561	0.08498799055814743	2250
paris.cesna.2020:6568	0.009869095869362354	113
paris.cesna.2020:6613	0.02737417258322239	1065
paris.cesna.2020:6614	0.2311231642961502	2808
paris.cesna.2020:6615	0.026777110993862152	1038
paris.cesna.2020:6616	0.08096464723348618	2206
paris.cesna.2020:6648	0.016496451571583748	501
paris.cesna.2020:6649	0.06061728671193123	1959
paris.cesna.2020:6650	0.2513710856437683	2846
paris.cesna.2020:6651	0.049353573471307755	1731
paris.cesna.2020:6664	0.023786555975675583	891
paris.cesna.2020:6665	0.07601520419120789	2152
paris.cesna.2020:6694	0.03408389165997505	1341
paris.cesna.2020:6696	0.03861827030777931	1492
paris.cesna.2020:6697	0.025256019085645676	958
paris.cesna.2020:6762	0.02144746109843254	777
paris.cesna.2020:6763	0.11645355820655823	2456
paris.cesna.2020:6764	0.02058912254869938	727
paris.cesna.2020:6765	0.02230498380959034	818
paris.cesna.2020:6766	0.01938314363360405	670
paris.cesna.2020:6767	0.043908119201660156	1612
paris.cesna.2020:6805	0.15080368518829346	2588
paris.cesna.2020:6816	0.04051654040813446	1540
paris.cesna.2020:6817	0.042336441576480865	1575
paris.cesna.2020:6851	0.09095528721809387	2293
paris.cesna.2020:6864	0.045310329645872116	1652
paris.cesna.2020:6866	0.09917064011096954	2350
paris.cesna.2020:6871	0.03311127796769142	1306
paris.cesna.2020:6884	0.023651953786611557	882
paris.cesna.2020:6885	0.02973651885986328	1154
paris.cesna.2020:6890	0.19211743772029877	2711
paris.cesna.2020:6891	0.0855129212141037	2254
paris.cesna.2020:6913	0.028162656351923943	1093
paris.cesna.2020:6918	0.031060539186000824	1221
paris.cesna.2020:6936	0.01909506507217884	648
paris.cesna.2020:6943	0.013215091079473495	298
paris.cesna.2020:6946	0.14928072690963745	2581
paris.cesna.2020:6969	0.0810285359621048	2208
paris.cesna.2020:7008	0.011914920061826706	228
paris.cesna.2020:7009	0.0314159169793129	1238
paris.cesna.2020:7018	0.03136580064892769	1237
paris.cesna.2020:7029	0.04989387094974518	1750
paris.cesna.2020:7043	0.06306559592485428	1983
paris.cesna.2020:7048	0.04068738967180252	1546
paris.cesna.2020:7049	0.009329626336693764	85
paris.cesna.2020:7051	0.014642271213233471	386
paris.cesna.2020:7066	0.049490153789520264	1735
paris.cesna.2020:7113	0.015192101709544659	424
paris.cesna.2020:7114	0.01430708821862936	364
paris.cesna.2020:7117	0.019553331658244133	677
paris.cesna.2020:7118	0.01994568482041359	699
paris.cesna.2020:7131	0.030509257689118385	1186
paris.cesna.2020:7139	0.012288643978536129	253
paris.cesna.2020:7140	0.008897938765585423	66
paris.cesna.2020:7214	0.024168629199266434	910
paris.cesna.2020:7215	0.060148000717163086	1952
paris.cesna.2020:7262	0.05160960555076599	1790
