cluster_id	cluster_size	gene_ratio	HPO_ratio	num_sig_go_enrichment_terms	sig_go_enrichment_p_vals	sig_go_enrichment_fdr_corrected_p_vals	sig_go_enrichment_terms	go_sig_threshold	max_norm_cell_type_specificity	max_norm_cell_type_comma_sep_string	num_of_diseases	max_norm_disease_specificity	max_norm_disease_comma_sep_string	mg2_pairs_count	mg2_not_pairs_count	mg2_portion_families_recovered	avg_embeddedness	avg_internal_degree	conductance	cut_ratio	normalized_cut	expansion	triangle_participation_ratio	surprise	significance	newman_girvan_modularity	internal_edge_density	edges_inside	hub_dominance	max_plof	mean_plof	median_plof	std_plof	sum_plof	snowballing_pvalue	num_new_edges_on_any_node
61	4	0.25	0.75	0				0.05	1.0	Cytotrophoblasts,Extravillous trophoblasts,Hofbauer cells	1	0.0	No Associated Disease	0	0	0	0.563858695652174	1.5	0.8181818181818182	0.0001934873588258	0.8181840423966806	6.75	0.0	8.80421525516344	40.61805946201028	1.6474955131291957e-07	0.5	3.0	1.0	0	0.0	0.0	-1.0	0	0.29	28
84	35	0.6571428571428571	0.3428571428571428	82	4.764276148362835e-24,5.799553661726149e-24,1.021876872044401e-17,3.854473875316759e-17,6.650753723852242e-16,1.455320984780662e-15,5.397952901326056e-15,4.849115637706123e-14,6.672845604679001e-14,9.11080558028549e-14,4.938071200543572e-13,1.7002987775288325e-12,7.33226700077918e-12,8.118011076037465e-12,9.438271408478156e-12,2.2013440624036107e-11,7.497216816919663e-11,1.2052780198755417e-10,1.254469771292038e-10,2.521819414695255e-10,4.6376230493713566e-10,9.39497333015199e-10,1.2134256405740195e-09,2.019663001883616e-09,3.3291587921201006e-09,3.4373173186591455e-09,6.236287857755028e-09,6.900276676485708e-09,1.0815591846230689e-08,1.157770667976563e-08,1.1679732255955903e-08,1.1693114405270652e-08,1.231878783279348e-08,1.2702196591837898e-08,1.3480125665812926e-08,1.8113219510593792e-08,1.9547085353668837e-08,2.4774391787627565e-08,4.0996852693361814e-08,8.842178997079149e-08,1.1232698775452479e-07,1.4160495012692014e-07,3.2687017496656524e-07,3.294619593589397e-07,3.56513831017674e-07,5.306769314198812e-07,6.252142778132467e-07,6.389965677028893e-07,9.792064952239594e-07,1.0182465821963774e-06,1.2115273442401381e-06,1.253080219554019e-06,1.3446418219057666e-06,1.3678878002639565e-06,1.54473393954712e-06,1.7972494077664103e-06,1.8057461380800141e-06,2.0028828603329475e-06,2.2162749901129624e-06,2.7621069150432037e-06,2.7621069150432037e-06,2.8804194463548446e-06,3.2192840711150306e-06,4.967512116305977e-06,8.247469207990626e-06,9.46963573003956e-06,1.0627533797914569e-05,1.1389901640403053e-05,1.32389619446172e-05,1.8003097678408764e-05,1.9056485996848768e-05,2.5266341646876823e-05,2.9544178692828896e-05,3.0119262457799388e-05,3.170183409469155e-05,3.893614805270575e-05,6.047540212638209e-05,7.524684403256493e-05,8.800210334727395e-05,0.00011145330386840444,0.00011846726267096106,0.0001415169646968502	4.5445302493286104e-20,4.5445302493286104e-20,5.338284779559951e-14,1.510182864349106e-13,2.0846122472042467e-12,3.801298412247089e-12,1.2085245409940278e-11,9.499417534266294e-11,1.1619648479614367e-10,1.427845450542342e-10,7.035404714083533e-10,2.2205902034526553e-09,8.839329879708563e-09,9.08753354168994e-09,9.861105967577978e-09,2.1562165091243366e-08,6.911551879692055e-08,1.0347394871415169e-07,1.0347394871415169e-07,1.976097693355202e-07,3.4609918299879955e-07,6.692637365006454e-07,8.268176799598276e-07,1.3188399402300012e-06,2.0719091160779284e-06,2.0719091160779284e-06,3.6198186409902517e-06,3.8621834312101436e-06,5.726702779981302e-06,5.726702779981302e-06,5.726702779981302e-06,5.726702779981302e-06,5.850304330773922e-06,5.854965440802457e-06,6.036015126703433e-06,7.885288226945163e-06,8.279511396289136e-06,1.0217480739360506e-05,1.647442757462478e-05,3.46436573105561e-05,4.2936306148510064e-05,5.283887567593077e-05,0.00011734835970621142,0.00011734835970621142,0.0001241618835490886,0.00018079932324374735,0.00020847570557211068,0.00020863237935499335,0.0003131862080234671,0.0003191592087236325,0.0003722952262535577,0.00037765910001635747,0.0003969914371432727,0.0003969914371432727,0.0004401649145560448,0.0004964851487015786,0.0004964851487015786,0.0005411927618472061,0.000588702739746616,0.0007096350749599522,0.0007096350749599522,0.0007280957026334374,0.0008008352375002343,0.0012164195294804261,0.0019885282681173706,0.0022486080478966663,0.0024858911892674195,0.0026250373310058328,0.0030069711825513154,0.0040306363830860305,0.004206383782290336,0.005499640365136855,0.0063426899790960875,0.006378771368089622,0.006624415252426747,0.008029043582657954,0.012308707819800781,0.015118827431773816,0.017457834983018703,0.021833702227820433,0.022921221488633355,0.027046998423524836	GO:0007601,GO:0050953,GO:0007600,GO:0046530,GO:0045494,GO:0042461,GO:0050877,GO:0035845,GO:0001895,GO:0060041,GO:0007423,GO:0003008,GO:0001654,GO:0150063,GO:0048880,GO:0009584,GO:0043010,GO:0009583,GO:0044782,GO:0001894,GO:1903546,GO:0060249,GO:0032501,GO:0060271,GO:0097499,GO:0001754,GO:0030182,GO:0048871,GO:0060042,GO:0048699,GO:0009581,GO:0061512,GO:0048666,GO:0009582,GO:0120031,GO:0030031,GO:0003407,GO:0048592,GO:0022008,GO:0048468,GO:0007275,GO:0070925,GO:0008104,GO:0033036,GO:0048593,GO:0022607,GO:0007603,GO:0090596,GO:0007399,GO:0016043,GO:0034613,GO:0070727,GO:0009416,GO:0032502,GO:0044085,GO:0048731,GO:0071840,GO:0120036,GO:0048856,GO:0050962,GO:0050908,GO:0030030,GO:0051179,GO:0060219,GO:0033365,GO:0009314,GO:0009887,GO:0042462,GO:0048513,GO:0051641,GO:0007602,GO:0007017,GO:0030154,GO:0006996,GO:0048869,GO:1905515,GO:0060113,GO:0042490,GO:0048839,GO:0051606,GO:0042592,GO:0043583	0.05	0.4782608695652174	Rod photoreceptor cells	12	0.6521739130434783	Retinitis pigmentosa	0	0	0	0.0935984016568752	22.914285714285715	0.9606090373280944	0.0160321331229378	0.962217709914119	558.8	1.0	1294.4960234079651	5609.5335642636255	-5.888672192711113e-07	0.6739495798319328	401.0	0.9117647058823528	318	48.60869565217392	29.0	68.39108071195115	1118	0.0	4289
85	70	0.7571428571428571	0.2428571428571428	57	5.21395479069669e-36,7.259771005568661e-36,5.659574132084191e-20,3.2645706857143505e-18,4.4254395610653007e-17,2.6185975855880986e-15,1.6489120657886097e-14,1.4945989020209241e-13,1.705000202705804e-13,1.736465872574836e-13,2.229589138327399e-12,2.2559146427174672e-12,1.2768126887005336e-11,5.052248078109338e-11,6.781619186657908e-11,7.28150321444191e-10,7.0228462290260324e-09,7.0228462290260324e-09,1.7440608637297344e-08,1.898351277665144e-08,2.3584853609603695e-08,4.2443377622525246e-08,6.429978879082871e-08,7.079912739436306e-08,7.73888333975914e-08,7.862757620325166e-08,8.163584065520373e-08,1.0456705749587648e-07,1.3417774622332366e-07,1.6150110077933265e-07,1.9564287377980568e-07,2.3796983643593667e-07,2.632769129657115e-07,3.326262039448974e-07,3.755037197645491e-07,6.646701211787496e-07,7.462387088095948e-07,8.150574420146849e-07,1.4874241161212394e-06,1.8298908392510643e-06,2.285021601309372e-06,3.4599727873619914e-06,3.870321101599352e-06,4.3852312101139965e-06,4.6806264394043325e-06,7.959280791155314e-06,1.6338900936374547e-05,2.4774015657734353e-05,4.0547394143881314e-05,5.4402718821298795e-05,6.225164447313677e-05,9.665545563938949e-05,0.00010382590618742022,0.0001316358060840452,0.0001358122228661373,0.00014730566387782373,0.00015338575041989563	5.688756559963603e-32,5.688756559963603e-32,2.9565615266007813e-16,1.2790587946628825e-14,1.387109776020308e-13,6.839776893556113e-12,3.691678556434156e-11,2.721389315499283e-10,2.721389315499283e-10,2.721389315499283e-10,2.946224523389012e-09,2.946224523389012e-09,1.539246804408828e-08,5.655630848580682e-08,7.085435726220182e-08,7.13223239854585e-07,6.114558116738665e-06,6.114558116738665e-06,1.4385748345459157e-05,1.487548061178407e-05,1.7601039322367102e-05,3.0235118822737075e-05,4.38133169534725e-05,4.623183018851908e-05,4.7385070175864924e-05,4.7385070175864924e-05,4.7385070175864924e-05,5.852767589554915e-05,7.251150478661822e-05,8.436817504712338e-05,9.890693928635854e-05,0.00011654572739449998,0.0001250325993938979,0.00015332111377130682,0.0001681398370328575,0.00028935305941981565,0.00031608251471524246,0.0003361468481908985,0.000597715660201335,0.000716951230818567,0.0008734355740419629,0.001291064131512789,0.0014105970303317453,0.001561939625566058,0.0016301061679632155,0.0027116923599779584,0.005448154371805573,0.008088716112250266,0.012968546143324652,0.017051988187347895,0.01912956416045097,0.029130467322702157,0.030701124561683956,0.03820363616572512,0.03869907557742007,0.04122454221952238,0.042173008431238675	GO:0007601,GO:0050953,GO:0007600,GO:0050877,GO:0009583,GO:0003008,GO:0009584,GO:0009581,GO:0046530,GO:0009582,GO:0042461,GO:0001895,GO:0060041,GO:0007602,GO:0045494,GO:0009416,GO:0050962,GO:0050908,GO:0043010,GO:0001894,GO:0009314,GO:0006720,GO:0001654,GO:0150063,GO:0032501,GO:0060249,GO:0048880,GO:0000244,GO:0035845,GO:0001523,GO:0016101,GO:0048592,GO:0001754,GO:0007423,GO:0006721,GO:0048871,GO:0090596,GO:0060042,GO:0048666,GO:0051606,GO:0030182,GO:0042462,GO:0006776,GO:0048699,GO:0000387,GO:0007603,GO:0022008,GO:0048593,GO:0003407,GO:0009887,GO:0060219,GO:0048468,GO:0008594,GO:0009605,GO:0009653,GO:0009628,GO:0009987	0.05	0.3396226415094339	Rod photoreceptor cells	20	0.6037735849056604	Retinitis pigmentosa	0	0	0	0.1255350639546019	52.51428571428571	0.9217406114280848	0.0177631902847296	0.9252956665841546	618.5142857142857	1.0	6153.936177916989	26105.486338714305	-1.4972887295752758e-05	0.7610766045548655	1838.0	0.9710144927536232	161	31.49056603773585	24.0	29.018974324177723	1669	0.0	8704
147	4	0.25	0.75	0				0.05	1.0	Extravillous trophoblasts,Hofbauer cells,Macrophages	1	0.0	No Associated Disease	0	0	0	0.25	1.5	0.8181818181818182	0.0001934873588258	0.8181840423966806	6.75	0.0	8.80421525516344	40.61805946201028	-7.390185350390069e-12	0.5	3.0	0.6666666666666666	0	0.0	0.0	-1.0	0	0.25	13
159	22	0.0454545454545454	0.9545454545454546	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.5863553113553114	1.9090909090909087	0.7857142857142857	0.0002007571412183	0.7857269718817336	7.0	0.0	27.71459164304356	243.06772160806008	1.8120656573437607e-06	0.0909090909090909	21.0	0.8095238095238095	0	0.0	0.0	-1.0	0	0.51	144
315	5	0.2	0.8	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.3138095238095238	1.6	0.6923076923076923	0.0001031962161387	0.6923091751189443	3.6	0.0	10.866324437932064	52.9724740494287	-4.587479611445076e-12	0.4	4.0	0.5	0	0.0	0.0	-1.0	0	0.2099999999999999	21
318	12	0.0833333333333333	0.9166666666666666	0				0.05	1.0	Club cells,Ductal cells,Exocrine glandular cells,Pancreatic endocrine cells,Syncytiotrophoblasts	1	1.0	Ectodermal dysplasia	0	0	0	0.2857202982202982	2.5	0.8333333333333334	0.0003583921096393	0.8333456899817951	12.5	0.3333333333333333	32.553233249430185	188.51137190108315	5.764294219607928e-07	0.2272727272727272	15.0	0.7272727272727273	0	0.0	0.0	-1.0	0	0.12	174
319	9	0.1111111111111111	0.8888888888888888	0				0.05	1.0	Syncytiotrophoblasts	2	1.0	Ectodermal dysplasia	0	0	0	0.4358109483109483	1.7777777777777777	0.8048780487804879	0.0002102386208346	0.8048834857371628	7.333333333333333	0.0	17.18991519205064	100.33576354519082	4.118467232532084e-07	0.2222222222222222	8.0	0.5	0	0.0	0.0	-1.0	0	0.24	70
395	3	0.3333333333333333	0.6666666666666666	0				0.05	0.0		0	0.0	No Associated Disease	0	0	0	0.1656920077972709	1.3333333333333333	0.92	0.0004395142412168	0.9200037893965436	15.333333333333334	0.0	6.434868493850228	27.941752195848203	-1.6965531107415224e-11	0.6666666666666666	2.0	1.0	0	0.0	0.0	-1.0	0	0.13	63
401	17	0.0588235294117647	0.9411764705882352	0				0.05	1.0	Cytotrophoblasts,monocytes,Pancreatic endocrine cells,Syncytiotrophoblasts	0	0.0	No Associated Disease	0	0	0	0.672187753070106	2.0	0.7017543859649122	0.0001349434333995	0.701760976217599	4.705882352941177	0.0	27.34074308861908	202.4952994366481	1.565102750616656e-06	0.125	17.0	0.3125	0	0.0	0.0	-1.0	0	0.35	94
